"id","req_specification","class"
"944","We can't search for a conversation that has an attachment on it that belongs to this company because we're trying to do something generic. It's an easy query but we do something .","NULL"
"945","As an advertiser, I want to be emailed a reminder seven day before an ad is about to expire, so that I can go extend the ad.","F"
"946","I think as far as the iteration to start with, if we can get a website up, .","NULL"
"947","at some level, that's fine, we can stick it in there.","NULL"
"948","And today they're not doing them in LCAM. They just go off and...They print off their inventory and then they checklist it as they're doing their cycle count.","NULL"
"949","We will provide the front page with conversations.","NULL"
"950","There's nothing wrong with that.","NULL"
"951","That's something that's maybe not really there. In Notify it's there right now. But to me, managing a project is the combination of those conversations and assets. That's more of a, ""How do I take all of these assets I have and these things I have to do and reconcile those together?""","NULL"
"952","Yeah. I finished a script recently, was finishing up early this morning, to take all those and get them back to where they'll go through workflow again, reprocess so I can execute that procedure.","NULL"
"953","Yeah, as long as everybody uses this, maybe not different ways .","NULL"
"954","See if I stuff up.","NULL"
"955","I guess they can get a quick update on email that they just sent regarding the received equipment from . I've updated the ones that still have WMS as the bin. Those either came in while I was on the 17th, or immediately after, so I've corrected those last few.","NULL"
"956","As a site visitor, I want to post comments about articles, so that others can read them.","F"
"957","As a Consumer, I want to get a sense of the age of the datapackage that I have downloaded before, so that that I can decide if I should update or not.","F"
"958","As an NSF employee, I want to have high-level strategy recommendations to implement in conjunction with the new CMS.","A"
"959","As a site member, I want to scroll through a listing of jobs, so that I can see if there any I am interested in.","F"
"960","What are you talking about?","NULL"
"961","As a site visitor, I want to be able to read some of your articles, so that I can learn without first joining the site.","F"
"962","As an admin, I want to handle all users' activities, so that I can manage more efficiently.","F"
"963","We need to some of these things. Baski, did you figure out how to give a response on some things?","NULL"
"964","As a team member, I want to understand how work moves between UX/content > visual design > front end dev for a sprint cycle.","A"
"965","I try to be.","NULL"
"966","There is TFS. My point is that, from my experience, allocating somebody 60 percent to one thing and 40 percent to another thing doesn't allow you to develop a true velocity for your team, so you'll never know what your team is capable of.","NULL"
"967","At the end of the day, it is the same, unless we were going to branch the code base, they're all working on the same code base, and they all need to be checked in and ready to go.","NULL"
"968","we should change it to 2.0Male Participant: What's being worked on then?","NULL"
"969","Why don't you go ahead and jump on my machine for the time being. That way we can at least look at. Even the is not going to work. We can at least look at...","NULL"
"970","Jim, Violet, and Kim. Anybody else?","NULL"
"971","Yeah, you're not always going to get them on the home page with the conversations but if you go back to...","NULL"
"972","I know, I care. Then CTDI and shift two. That's what I have to talk to them about. What do you all have?","NULL"
"973","As a moderator, I want to delete a game, so that stories and estimates for this game are no longer stored.","F"
"974","Don't wait for the laundry.","NULL"
"975","As a Staff member, I want to Send a Formal Response to Applicant, so that I can satisfy communication and records responsibilities.","F"
"976","I think that it's probably a good idea to go ahead and make it 45 minutes. I think we can use the extra 15 minutes. I try to start small, see what we can get done, but it seems like...That's always my issues, too, when I was managing things, knocking things off.","NULL"
"977","The reason that we made the map that's on the epic is because there was a lot of pieces involved in just the map. There was drawing bounding area. There was adding search criteria. There was searching for different types of assets.","NULL"
"978","...specific on the ones that are critical. We ought to start with those. Larry and I can start, and you can time .","NULL"
"979","As a Researcher, I want results to be stored in a non-identifiable way, so that I can study the data to see things like whether estimates converged around the first opinion given by ""estimator A"" for example.","A"
"980","It does work, across applications.","NULL"
"981","As a site visitor, I want to have an advanced search option that lets me fill in a form of search criteria, so that I can quickly find what I am looking for.","F"
"982","As an Owner, I want to create a user testing summary from the UI SME, so that I can know what UI improvements we will follow through on.","F"
"983","As a camp administrator, I want to be able to automatically create nametags for campers, so that I can lower the amount of work I need to do.","F"
"984","","NULL"
"985","As a researcher, I want to develop the user research protocol for internal workflows, so that we can begin testing against a CMS prototype.","A"
"986","As a camp administrator, I want to be able to notify parents all at once, so that they can be notified of any upcoming events.","F"
"987","Presently, those release counters, how many business days have we...","NULL"
"988","Yeah, there's one bug. The grid stuff is not right, so I don't want to write a bug. It's random, isn't it?","NULL"
"989","As a UI designer, I want to move on to round 3 of the Help page edits, so that I can get approvals from leadership.","F"
"990","I withdraw the question.","NULL"
"991","As a superuser, I want to update the recycling center information, so that I can provide the latest information about the recycling center.","F"
"992","As a Researcher, I want an app that generates an OpenRefine reconciliation API endpoint from a Tabular Data Package, so that I can use it to clean messy data.","F"
"993","When we mention maintenance, it also includes correcting their data?","NULL"
"994","As a Researcher, I want an integration with https://data.mendeley.com/, so that I can validate my data upon ingest to the service.","A"
"995","they go directly to the landing spot or whatever.","NULL"
"996","Right, and so that's what, again, doesn't make any sense and you might want to look at your remedy tickets because it seems like the virtual server for LCAM in Fort Wayne, you just got a remedy ticket on it?","NULL"
"997","I think if the teams are structured the right way and the iterations are structured the right way, then the mix will be good on each team to where the new hire can pair program with the thing that they're interested in accomplishing.","NULL"
"998","As a ResearcherPublisher, I want to publish Data Packages to CKAN, so that my data is findable, and I can have a data API.","F"
"999","As a Developer, I want to get a Data Package into C++ in seconds, so that I can start using the data in doing analysis and visualizations.","A"
"1000","I think so. I'm not 100 percent sure.","NULL"
"1001","Anything else? All right.","NULL"
"1002","What are we looking at here? What is Trello?","NULL"
"1003","If it's going to be database also, I'd take a and set a task for that.","NULL"
"1004","As a user, I want to contact the administrators, so that I can give feedback or ask for help.","F"
"1005","As an agency user, I want to ensure that deleted FSRS records are not included in submissions.","F"
"1006","Fast Path and...We need to make sure we can fit some user storage in there to keep Mahesh going. What's happening right now? You've got your user environment set up in your...? How are these designs that Corey's given being implemented right now?","NULL"
"1007","As a Publisher, I want to see real examples of published packages so that I can understand how useful and simple the datapackage format and the registry is.","F"
"1008","As a camp administrator, I want to be able to schedule activities for campers, so that camp workers can easily keep track of who is where at all times.","F"
"1009","As a site editor, I want to create the content of the What Is Scrum section, so that it's there for visitors.","F"
"1010","Provided those printers work since they've been moved.","NULL"
"1011","As a Developer, I want an EPrints integration, so that I can integrate data-packaged data with pipelines that use EPrints.","F"
"1012","Good.","NULL"
"1013","As the site editor, I want to have pretty good control over how the article, so that articles are visually appealing.","F"
"1014","As a Staff member, I want to Apply a Hold, so that I can prevent progression through the workflow or other actions in the system until the issue is resolved.","F"
"1015","Three devices, phone, tablet...","NULL"
"1016","As a publisher, I want to package reproducible steps to get a certain data state, so my methodology is transparent and can be rerun by others.","F"
"1017","Hey Violet, hey Kim.","NULL"
"1018","As an Owner, I want to invite an existing user, so that the user can become a member of my publisher.","F"
"1019","As a FABS user, I want the language on FABS pages to be appropriate for me, so that I am not confused.","F"
"1020","Still got about 200 locations, so there's only one . We still have from the previous two versions released, to do some debugging and . It's not all of their pseudos ship-to codes. pseudos.","NULL"
"1021","As a Publisher, I want to publish a data package in the UI, so that that it is available and published.","F"
"1022","As a recyclingfacility representative, I want to have access to user stats and schedules, so that I can adjust my hours and/or upgrade equipment and capacity in order to be able to accomodate larger amounts of recyclable materials.","A"
"1023","As an owner, I only want zero-padded fields, so that I can justify padding.","F"
"1024","Just so we are clear, your stuff is what you get done by April 2nd. After that it becomes their stuff, unless they decide to push after release. I know that's not the best possible solution we can turn over, but that's the one that they had given us. If they refuse to push that day, and they say they'll handle the fallout. There we go. Karen?","NULL"
"1025","As a Staff member, I want to Manage Bonds, so that I can track and manage bonds throughout the lifecycle of the project until release.","F"
"1026","As a VisualDesigner, I want to demonstrate the value of visual design to the NSF project team, so that visual design is an integral part of a redesign.","A"
"1027","I'm sorry. Deal with it. I haven't even written down what day of the week it is yet.","NULL"
"1028","But you might have...","NULL"
"1029","I know, it's hard.","NULL"
"1030","As a Publisher, I want to be able to get access to a previous version I tagged, so that that I can return to it and review it.","A"
"1031","As a superuser, I want to view users' stats, so that I can view in real-time how many users have visited my recycling center information and their recyclable waste.","F"
"1032","Sure, no problem. .","NULL"
"1033","You bothered me like three times? Bothered me?","NULL"
"1034",".","NULL"
"1035","As a Developer, I want to get a Data Package into Python in seconds, so that I can start using the data for doing analysis and visualizations.","A"
"1036","No, plugs. This only applies to plugs. If I went back and do a hardwire, then it'll have estimate through here.","NULL"
"1037","As a user, I want to have the application respond quickly to my actions, so that I don't get bored.","F"
"1038","As a user, I want to be able to access the site and do all the other stuffs on all of my electronic devices.","A"
"1039","As a web recruiter manager, I want to confirm the recruiter is set up and working properly, so that I can deploy it on more pages.","A"
"1040","As a site visitor, I want to view a course I can click on the trainer's name and be taken to the trainer's profile, so that I can read more about a trainer before registering for a course.","F"
"1041","Can you add notes to these parts?","NULL"
"1042","Yeah. That'll be the easy one.","NULL"
"1043","As a user, I want to be able to receive tempting rewards, so that I have a reason to use the website.","F"
"1044","Then the second side of the coin is we have code, it's spread out across a lot of different modules, or locations for the location in TFS and what they're working on.","NULL"
"1045","As a user, I want to have a flexible pick up time, so that I can more conveniently use the website.","F"
"1046","Why?","NULL"
"1047","If you get familiar with XAML, you could split the screen, and put two controls side-by-side. It's going to reduce our real estate on the screen and stuff, but you could split it, split the two columns and put each control in there, and see if we can get them side-by-side might actually be useful for testing, and comparison, and such.","NULL"
"1048","As an agency user, I want a landing page to navigate to either FABS or DABS pages, so that I can access both sides of the site.","F"
"1049","OK, anything else?","NULL"
"1050","As a Staff member, I want to Manage Affidavits, so that I can ensure compliance with the requirements prior to the hearing.","F"
"1051","I like Jim's rules, that mindset of, if we had CLLI six, we could map it to an exchange that way. That was incredibly beneficial. It's just it's not fully working.","NULL"
"1052","The big difference to me that would be a little bit more like year-end is if somebody wants to go search for poles, they don't click Search and then, say, ""Look for poles."" They'd be like, ""I'm going to poles.""","NULL"
"1053","Well, apparently he did it maybe instead of...I thought it was supposed to be the night before last at midnight, but apparently that didn't happen, and maybe it happened last night at midnight, because we did see some that came in early this morning that were adds and that's as far as we got to look.","NULL"
"1054","Dopak records.","NULL"
"1055","As a Planning Staff member, I want to Generate Planning-related Reports, so that I can access, analyze and/or export the needed information in the format I requested.","F"
"1056","As a broker team member, I want to add the 00***** and 00FORGN PPoPCode cases to the derivation logic.","F"
"1057","The change here is to put estimate on here. So, the story is...Why does it say ?","NULL"
"1058","As a ResearcherPublisher, I want to specify the funding that contributed to the creation of a given dataset, so that funding agencies can identify the funding, source for a given dataset.","F"
"1059","Let's estimate that from both sides, from whatever Baski needs to do, whatever Mahesh is going to...","NULL"
"1060","As an Applicant, I want to Submit Supporting Documentation, so that I can satisfy documentation requirements for my application.","F"
"1061","As a camp worker, I'm able to report a camper to the manager with an inappropriate behavior.","F"
"1062","As a camp administrator, I want to be able to create, modify rules that campers and camp workers has to follow.","F"
"1063","1.20 might need to be moved up some depending on what option they take on the fast path. That's the one having to get it checked in. I guess we owe him that with a clean release so we may go with 20 a little bit earlier.","NULL"
"1064","Couldn't somebody just register with a fake account and get all the information anyway?","NULL"
"1065","As a camp administrator, I want to provide bi-weekly feedback to camper's parents, so that they can be aware of their child's behavior and performance at camp.","F"
"1066","As a Publisher, I want to import my data package into the registry, so that my data has a permanent online home to access.","F"
"1067","As an agency user, I want to leave off the last 4 digits of the ZIP without an error, so that I can complete my submissions.","F"
"1068","Nobody's here.","NULL"
"1069","We haven't heard anything since you checked.","NULL"
"1070","It seems like year-end. I would like to have an iteration. It might not be what I envision in the sense of page but that I can logon with the same credentials and I can see a list of conversations...","NULL"
"1071","Under each epic story, we have a sub-story and then some of those sub-stories might have sub-stories under them, and those are check boxes right now.","NULL"
"1072","So I can search assets that are retired and reverse retire some.","NULL"
"1073","As a UI designer, I want to schedule user testing, so that I can give the testers advanced notice to ensure buy-in.","F"
"1074","Hi. Who just joined?","NULL"
"1075","As a site admin, I want to approve each help wanted ad before it gets to the site, so that we're sure of the quality of jobs being listed.","F"
"1076","As a VisualDesigner, I want to concept different styles for the nsf.gov website, so that we can discuss different design concepts with stakeholders.","A"
"1077","As a government Publisher, I want to make it easy to prove that our published data is valid, so that I can claim that we are living up to our transparency commitments.","A"
"1078","As an Applicant, I want to Complete Building Development Project, so that I can receive any posted bond and/or obtain occupancy.","F"
"1079","Sorry.","NULL"
"1080","What? I'm deaf now. I can't hear anything.","NULL"
"1081","until now.","NULL"
"1082","The first implementation of this would be the print people entering the survey stuff, because that's where came up with. Those are their engineers. Eversource engineers and Frontier engineers. Frontier is the ones that were complaining, like, ""No, heck, I'm not using Notify, because it sucks.""","NULL"
"1083","For the pseudos.","NULL"
"1084","As a FABS user, I want the frontend URLs to more accurately reflect the page I'm accessing, so that I'm not confused.","A"
"1085","I do, because if we have a problem we need to know, but I don't think we do.","NULL"
"1086","As a user, I want to have a great UI and UX from the sites, so that I have a pleasant experience when navigating through them.","A"
"1087","The other one, would it be something we could do? Just run a query and let them pick it up? Isn't that all you're doing?","NULL"
"1088","As a Staff member, I want to Schedule a Meeting, so that I can bring the required parties together at a specific date/time to address an issue.","F"
"1089","As a Staff member, I want to Record an Internal Note, so that I can share information with other Staff collaborating on the record.","F"
"1090","As an estimator, I want to join a game by entering my name on the page I received the URL for, so that I can participate.","F"
"1091","OK.","NULL"
"1092","Phone, tablet, tablet, right.","NULL"
"1093","As a user, I want to be able to view a map display of the special waste drop off sites around my area.","F"
"1094","You have to change...","NULL"
"1095","As a Researcher, I want to get a Data Package into Julia in seconds, so that I can start using the data for doing analysis and visualizations.","A"
"1096","As a Machine Learning expert, I would like to package ML datasets as data packages, so that I can easily import them into my ML platform, so that I can start using the data in doing analysis.","F"
"1097","Do we have anything that we need to talk to them about today? No? That's good. Today is what? 3/18. Friday.","NULL"
"1098","What's the bug?","NULL"
"1099","Yeah.","NULL"
"1100","As a Staff member, I want to Perform a Completeness Review, so that I can validate when an application is complete and eligible for further technical review.","F"
"1101","As a designer, I want to know what early indications of hypotheses might be, so that I can start planning for the first prototype.","A"
"1102","We hadn't decided. It could either be a service or a file, depending upon the size of that file, how much data...","NULL"
"1103","That really doesn't mean anything. It used to put a file on the FTP server, but now if you go back to...","NULL"
"1104","OK, so that's the validation problem, and then the other problem is connectivity. That's, again, why a laptop deals with that one.","NULL"
"1105","So, testing it is what's going to take a minute, right? Because it's the...","NULL"
"1106","That's in the embedded file. At the bottom it says powered by . That's a link to one's home page. Maybe I can...","NULL"
"1107","As a moderator, I want to select whether to have the team estimate with {0, 1/2, 1, 2, 3, 5, 8, etc.} or {0, 1, 2, 4, 8, 16, 32, etc.}, so that the team can use either the modified Fibonacci sequence or powers of 2.","F"
"1108","Just first guess. .","NULL"
"1109","As a site member, I want to fill out an application to become a Certified Scrum Practitioner, so that I can earn that designation.","F"
"1110","As an admin, I want to be able to add or remove recycling facilities' information, so that users get the most recent information.","F"
"1111","Yes.","NULL"
"1112","As a Consumer, I want to search among all data packages owned by a publisher, so that that I can easily find one data package amongst all the data packages by this publisher.","F"
"1113","As a Publisher, I want to have private data packages, so that I can share just with my team.","F"
"1114","There's no way you could . 30,000 locations have fallen out right now.","NULL"
"1115","As a trainer, I want to show my rating up on my profile page, so that site visitors can choose wisely.","F"
"1116","Yes, and this is like techs in the field doing it. The learning curve could be huge.","NULL"
"1117","I know.","NULL"
"1118","As a moderator, I want to invite up to 15 estimators, so that we can play with large but not immense teams.","F"
"1119","As a team member, I want to have a platform that allows me to rapidly prototype HTML ideas.","A"
"1120","As a publisher, I want to embed an interactive preview of my data on my site, so that users can be encouraged that this is the correct data for them.","F"
"1121","As a Publisher, I want to use a publish command to update a data package that is already in the registry, so that it appears there.","F"
"1122","As a Developer, I want D Files generation requests to be managed and cached, so that duplicate requests do not cause performance issues.","A"
"1123","As an admin, I want to view a dashboard that monitors all the sites' statuses, so that I can have a sense of what people are doing on our sites and know the service status.","F"
"1124","As a Plan Review Staff member, I want to Review Plans, so that I can review them for compliance and either approve, or fail or deny the plans and record any conditions, clearances, or corrections needed from the Applicant.","F"
"1125","As a Civic Tech Activist, I want to make it easy to assess the quality of data stored by the government, so that I can make sure that government is living up to its transparency commitments.","A"
"1126","As a Consumer, I want to see how active the site is, so that I can decide if I should get involved.","F"
"1127","Bye.","NULL"
"1128","As a site visitor, I want to see a list of all upcoming Other Courses and can page through them if necessary, so that I can choose the best course for me.","F"
"1129","As a team member, I want to understand how time off overlaps with plans around the user research.","A"
"1130","Mike was willing, if we could...","NULL"
"1131","As a camp administrator, I want to be able to see all my camp groups and the events scheduled for each camp group, so that I can notify counselor of what their group will be doing for the day.","F"
"1132","What do we know about the answers? What do we have on there?","NULL"
"1133","Right. This gets rid of that because it's the same viewing area, so you would be able to see your conversations on the grid, and a map, and a calendar. If you have My Conversations selected, then you can do that with those conversations. Or, if you have Search selected, and you add search criteria, you get the same kind of list, map, and calendar options.","NULL"
"1134","That makes sense, because it's his data.","NULL"
"1135","That time I did.","NULL"
"1136","As a l Staff member, I want to search for Property information, so that I can obtain all associated current and historic owners, permits, and applications.","F"
"1137","As a Practitioner, I want to include additional details about me in my profile page, so that I can showcase my experience.","F"
"1138","As a Developer, I want to do exploratory data analysis in R and operationalize that analysis in Python, so that I can use the best tool for the job.","F"
"1139","Both for DC3 and for LCAM.","NULL"
"1140","As a user, I want to click on the address, so that it takes me to a new tab with Google Maps.","F"
"1141","You're good?","NULL"
"1142","?","NULL"
"1143","You need to talk to . We have residents there to notify people. We need to get him on board. OK, we have decided on the Agile Class, and I am gonna get it scheduled based on everybody's calenders. John wanted us to bring a couple of the Denver people in. Talked to Matt yesterday about trying to make sure it all works with their calenders, as well. We are going do a one day class. It will probably be late April, early May would be my guess.","NULL"
"1144","As a broker team member, I want to ensure the Broker resources, validations, and P&P pages are updated appropriately for the launch of FABS and DAIMS v1.1.","F"
"1145","As a user, I want to be able to get the hours of each recycling facility, so that I can arrange drop-offs on my off days or during after-work hours.","F"
"1146","Patrick's our DC3 expert. It's his baby.","NULL"
"1147","As an estimator, I want to see the item we’re estimating, so that I know what I’m giving an estimate for.","F"
"1148","As a camp worker, I would be able to submit a completion report for the tasks which was assigned to me.","F"
"1149","As a site administrator, I want to set the listing fee per Other Course or Event, so that we have flexibility on what to charge in the future.","F"
"1150","I know, but what are your tasks ? Do you want me to make one, and you can go off and research this?","NULL"
"1151","Susan, I sent you an email and got you call.","NULL"
"1152","Jenny's joining the police force?","NULL"
"1153","She's too busy to push the button to answer the phone. Patrick had to do it. He was closest to the phone.","NULL"
"1154","I guess I can. We don't have to talk about that now, though.","NULL"
"1155","As a Public User, I want to Search for Information, so that I can obtain publicly available information concerning properties, County services, processes and other general information.","F"
"1156","As an Owner, I want to design an audit from the UI SME, so that I know the potential scope of the UI improvements want ed.","F"
"1157","As a moderator, I want to export a transcript of a game as a CSV file, so that I can further process the stories and estimates.","F"
"1158","I've got much better ideas after this conversation.","NULL"
"1159","As a participant, I want to have the two-minute timer reset itself as soon as we all play an estimate, so that it's ready for use on the next round.","F"
"1160","No. We don't care.","NULL"
"1161","As a camp administrator, I want to be able to create a registration form for both staff and kids, so that I can keep organized.","F"
"1162","Smiley recognizes that this will be chargeable work. What they want is they have these 22,000 disconnects. They want to retire all the items that are not related to the central office code, and not do anything to the ones that are already color coded.","NULL"
"1163","She was talking about being here.","NULL"
"1164","As a Developer, I want a jQuery plugin for Core Data Packages, so that I can use it to apply to form control that uses a core dataset for autocompletion.","F"
"1165","As a site visitor, I want to email news items to the editor, so that they can be considered for publication.","F"
"1166","I got it.","NULL"
"1167","As a agency user, I want to map the FederalActionObligation properly to the Atom Feed.","A"
"1168","As an agency user, I want to know when the submission periods start and end, so that I know when the submission starts and ends.","A"
"1169","As a participant, I want to be shown all estimates at the same time after all estimators have given their estimate, so that I can be sure estimates are independent and not influenced by other estimates given in the same draw.","F"
"1170","As a Consumer, I want to download a DataPackage's data one coherent SQLite database, so that that I can get it easily in one form.","A"
"1171","I forgot what it was.","NULL"
"1172",".","NULL"
"1173","That's because we went in and cleaned those up prior to passing the data to you.","NULL"
"1174","If you're running it on your phone.","NULL"
"1175","As a team member, I want to determine a design direction for the beta social page, so that we can implement a beta site quickly without established brand guidelines.","A"
"1176","That seems...","NULL"
"1177","As a moderator, I want to create a new game by entering a name and an optional description, so that I can start inviting estimators.","F"
"1178","As an Agency user, I want FABS deployed into production, so I can submit my Financial Assistance data.","A"
"1179","{pause}","NULL"
"1180","As a DevOps engineer, I want New Relic to provide useful data across all applications.","F"
"1181","As a CMS SME, I want to see the webmaster workflow report, so that I can understand how this might impact current direction.","A"
"1182","Can we get it on the Internet at all?","NULL"
"1183","Drake? Can you see how substitution works in LCAM?","NULL"
"1184","Do I need it? I think I do. I haven't checked in the merge yet, but when I did I saw everything from 105 to 109 went back to the trunk which I presume has not been run in our dev and test environments yet.","NULL"
"1185","As a ResearcherPublisher, I want to know that my data conforms to its Data Package profile, so that I can feel trust in the validity and usefulness of the data.","F"
"1186","As a site admin, I want to be emailed whenever a job is submitted, so that I am aware of it and can decide if I want to post it.","F"
"1187","They asked me from the meeting, ""How long is it going to take you to swap the MapPoint for this?"" I said, ""It's going to take two weeks."" That's my understanding, but it's not going to be for everybody, because I worked on application I know where to change it. If somebody is learning a new technology, the time frame is completely different.","NULL"
"1188","As a Staff member, I want to Manage Approved Proffers, so that I can ensure compliance with and satisfaction of the proffer in the future.","F"
"1189","As an agency user, I want the FABS validation rules to accept zero and blank for non-loan records.","F"
"1190","As a Developer, I want Feather integration, so that I can integrate data-packaged data with pipelines that use Feather.","A"
"1191","Have the statuses.","NULL"
"1192","We need to give a proposal back to them that's a win/win for everybody. Where's the Kool-Aid? I'm drinking it.","NULL"
"1193","As a workshop attendee, I want to see a summary on major findings from the event.","F"
"1194","As a DeveloperDataWrangler, I want to store my Data Package in GitHub and have it automatically stored into CKAN, so that I get a data API and my dataset is listed in a relevant catalog.","A"
"1195","What I was actually thinking of was home page, maybe Conversation home page. I don't know if that's worth doing or not but, like I said, I don't want to have duplicate areas of that.","NULL"
"1196","As an Applicant, I want to Request a Plan Review Meeting, so that I can meet with the Plan Review Staff regarding the plan review.","F"
"1197","Once you approve the order. You have to, after you handle each of your detail line items, however you're going to handle, then you approve the whole order, and that's what .","NULL"
"1198","As a Publisher, I would like a tool to check data availability persistence after publication.","F"
"1199","As a moderator, I want to export a transcript of a game as a HTML file, so that I can save the stories and estimates locally.","A"
"1200","These profile editor location groups, then you retire them. You give them back the ones that you didn't touch, so that they know they still need to go and manually look at those.","NULL"
"1201","As a Publisher, I want to be able to provide a visualization of data in the Data Package, so that I can provide my analysis and show my work to users of the data.","F"
"1202","As a RepositoryManagerResearcher, I want an app that acts as a match-making service for packaging data, so that owners are paired with data packagers.","F"
"1203","As a team member, I want to have a schedule of more coworking slots, so that I can work in tandem with the rest of the team on a more regular basis.","F"
"1204","As an NSF employee, I want to know how visual design directions were developed, so that I can make better design decisions in the future.","A"
"1205","If well we also got to take it in, this is just a troll. We've created troll and now we've got to go find the user interface aspect of it. With map control view is referenced and what this...","NULL"
"1206",".","NULL"
"1207","Are there enough floater owner laptops around to where if a tech needs to go out and say, ""Hey, I need to spend an afternoon doing these cycle counts,"" he could get one?","NULL"
"1208","As a Trainer, I want to include additional details in my profile page about me, so that others can learn about me and decide if I am the right trainer for them.","F"
"1209","As an admin, I want to onboard recycling centers on the platform, so that I can increase information accuracy.","F"
"1210","As a Staff member, I want to Remove a Hold, so that I can allow progression through the workflow or other actions in the system now that the issue has been resolved.","F"
"1211","Yeah, actually...","NULL"
"1212","As an NSF employee, I want to join Github, so that I can participate in the issues as assigned.","F"
"1213","One thing that I think that home page probably needs to be either split up or...I guess what we need is a conversations home page. What we have today, the home page, is basically your conversations where you launch new conversations and open existing conversations. That's got things like, Reports that go on their own home page.","NULL"
"1214","Ken, are you OK with that? DJ.","NULL"
"1215","From what I've seen, I've only seen the location code and address. I don't remember anything else from that spreadsheet.","NULL"
