344	As a Developer , I want to determine the best way to load historical FPDS data, so that I can load all FPDS data since 2007.	A
345	Bye.	NULL
346	As a stakeholder, I want to see the results of user research, so that I can determine if the CMS is right for me.	F
347		NULL
348	As an agency user, I want to have all derived data elements derived properly.	F
349	I grew up in... DuChock.	NULL
350	As a site member, I want to subscribe to an RSS feed of news, so that I remain sufficiently and easily informed.	F
351	As a site visitor, I want to see a list of the most popular items on the site, so that I am most likely to read the most important or best content.	F
352	conditional procedure on the prepared .	NULL
353	Does it stop it from sourcing when you say you're doing a cycle count?	NULL
354	As a Developer , I want to determine how agencies will generate and validate D Files from FABS and FPDS data.	F
355	As an owner, I want to invite someone using their email to sign up and become a member of my Publisher, so that that they are authorized to publish data packages under my Publisher.	A
356	I'm going to the poles site.	NULL
357	It needs to start getting on integrations and . I need to show Karen what they did. Whether or not she's able to show up and put much into it and see.	NULL
358	Did she give you that template data or anything?	NULL
359	and all of that. Baski said he would need to do that.	NULL
360	As a Staff member, I want to Manage Hearing Calendars, so that I can track hearing-related activities and due dates.	F
361	Jasmine and...	NULL
362	I'd say at least, if you're thinking you don't want to bother somebody when you're having a meeting, put them on there as optional. At least then they know that it's going on. If they don't have time, they can know that if they're getting questions from three different people, and those three different people are at the meeting...	NULL
363	As a Publisher, I want to undelete the deleted data packages, so that that the deleted data packages is now visible again.	F
364	.	NULL
365	Really?	NULL
366	As a Broker user, I want to help create content mockups, so that I can submit my data efficiently.	F
367	Is it?	NULL
368	As a CSM, I want to be charged a fee once I am approved for Practitioner status, so that my certification status can be activated.	A
369	As a moderator, I want to invite estimators by giving them a URL where they can access the game, so that we can start the game.	F
370	As a trainer, I want to create a new course or event, so that site visitors can see it.	F
371	As a Publisher, I want to publish a dataset, so that I can share the dataset publicly with everyone.	F
372	As a Researcher, working with data in NetCDF, I want NetCDF integration, so that I can store my data in plaintext while still retaining its metadata.	F
373	As an admin, I want to be able to read users' feedback and complaints, so that we can add more features and keep improving the service we provide to them.	F
374	As a site editor, I want to update any course or event, so that I can fix things the original author hasn't.	F
375	As a camp administrator, I want to be able to add parents, so that they can enroll their kids at camp.	F
376	As an Inspector, I want to Conduct Inspections, so that I can validate Customer compliance with code and regulations and provide results of the inspection to the Customer.	F
377	As a moderator, I want to estimate a story we estimated earlier in the session again, so that we can give a new estimate if we feel different about the story after estimating other related stories.	F
378	As a camp counselor, I want to be able to take attendance of my assigned kids, so that I can make ensure everybody is accounted for.	F
379	Yeah. You can't retire one . That's why I've always been .	NULL
380	A little bit.	NULL
381	Yeah. I know Peggy and I talked about it, because she was working on some documentation and had a few questions sent on to Susan.	NULL
382	As a participant, I want to be able to change my estimate up until the last person selects a card and all are shown, so that I can change my mind based on information I hear.	F
383	Because it probably won't be on this morning's call, but I'm about to start working on the work orders. I don't have blanket project information that I can tell or estimates for this stuff, so I'm sure that's going to get in the way. I'm not quite sure how they're going to want to handle that. I need to dig into this a little more so I can more appropriately formulate a question for them.	NULL
384	As a site editor, I want to edit the content of the email automatically sent to new Certified Scrum Masters and Product Owners, so that I don't need to involve a programmer on simple email edits.	F
385	I just saw the number of people.	NULL
386	We're actually not going to get the data until maybe early on the 3rd. There's really no reason to take down the database on the 1st...	NULL
387	No need, we don't need him. It's in the...	NULL
388	As a camp administrator, I want to be able to delete campers from the database, so that I can keep my pages free of clutter.	F
389	As a recruiter, I want to post a help wanted ad, so that I can attract candidates.	F
390	As a user researcher, I want to begin drafting a research plan, so that I can begin recruiting participants.	A
391	I just wanted to clarify.	NULL
392	What we need then, is, we need specific things with dashboard, sharing functionality, and managing projects.	NULL
393	As a user researcher, I want to have the finalized OLPA task script, so that I can begin testing with internal users.	A
394	What code has Baski gone through with you?	NULL
395	As a user, I don't want to see NASA grants displayed as contracts.	F
396	When you push record, it starts recording what you write, and there's a little camera in here, and it picks up the things that...	NULL
397	Mostly that was to Jimmy. I don't know if I other one . This one was from Linda. They were kind of describing the same thing. It has IM group on there. I don't know if you're part of that or not, Larry.	NULL
398	As a camp administrator, I want to be able to upload consent forms, so that campers or their parents can easily access the forms.	F
399	As a Developer, I want HDF5 integration, so that I can integrate data-packaged data with pipelines that use HDF5.	A
400	As a County Staff Member, I want to create a custom query/report outside of the common querying/reporting functionality, so that I can fulfill a request.	F
401	As a site visitor, I want to access old news that is no longer on the home page, so that I can access things I remember from the past or that others mention to me.	F
402	Right. Maybe it's like you have your home page and you're doing it, or maybe you duplicate these for different things like for and for conversations, and .	NULL
403	In two weeks we've got a URL, and you logon, and it checks your credentials through the Notify test, whatever, database, and he's got that home page with that data behind it.	NULL
404	As a user, I want to be able to select different types of recyclable waste, so I have and get a list of facilities that accept each type and their opening hours, so that I can find an optimal route and schedule.	F
405	As a Consumer, I want to be notified of changes to a package I care about, so that that I can check out what has changed and take action.	F
406	We'll go ahead and get started. If calls, he'd probably call me through the other terminal.	NULL
407	As a Website user, I want to access published FABS files, so that I can see the new files as they come in.	F
408	If you think about it from a mirror image perspective, it's like, "Now I want to go and deal with my contracts." Is that all? Then you've got to bring in some kind of navigation because you have to have the flow of how you get back to and you'd put that under Navigation.	NULL
409	Open invitation, there.	NULL
410	Better sooner rather than later.	NULL
411	As an admin, I want to be able to communicate directly with facilities, so that I can keep them updated about features we have on our website.	F
412	Not on the journal change. Estimate is, but isn't. So, that's what this change is, which it only took us 45 minutes to get there.	NULL
413	Context switching, we will add that to the list.	NULL
414	As a workshop attendee, I want to have a summary of what we learned, so that I can understand our next steps and how they apply to me.	A
415	You can filter by the drop-downs on the grid.	NULL
416	When we did a look at the data that was falling into , I haven't looked at the data falling into LCAM, but nearly every Saturday and Sunday, weekend days, and even sometimes holidays, we saw transactions falling into from people doing scanning.	NULL
417	As a user, I want to link my email account to my profile, so that I can get a temporary password in case I forget my own one.	F
418	Should be in charge of doing that...	NULL
419	As a user, I want to be able to view a map display of the public recycling bins around my area.	F
420	As a Plan Review Staff Supervisor, I want to Manage Plan Reviewer Workload, so that I can monitor and effectively adjust workload as necessary and ensure service levels are met	F
421	As a user, I want to be able to view the safe disposal events currently being organised around my area.	F
422	As a site member who has read a teaser on the front page, I want to read the entire article so that I can finish articles that appeal to me.	F
423	That's what's next thing on deck. It's just a matter of trying to wrap things up. Getting better about scope creep, so we can get onto these. Get these things up, , is the best thing our team can do.	NULL
424	As a team member, I want to understand what the MVP should look like, so that I can begin understanding workflow needs as they pertain to any CMS decision.	A
425	As a Publisher, I want to sign up for a given pricing plan, so that that I am entitled to what it allows.	F
426	The drop-downs, that's the bug. Those didn't work.	NULL
427	As a UI designer, I want to move on to round 2 of DABS or FABS landing page edits, so that I can get approvals from leadership.	F
428	By credentials. There's things we can put in an iteration so that in two weeks when we have our...	NULL
429	As an NSF employee, I want to understand the process of switching the cloud.gov hosting plan over from prototype to FISMA low.	A
430	As a moderator, I want to import stories from a spreadsheet, so that I don't have to copy and paste each individual story.	F
431	As a Broker user, I want to have updated error codes that accurately reflect the logic and provide enough information, so that I can fix my submission.	A
432	As a site editor, I want to have some flexibility as to where things appear, so that I can accommodate different types of content.	F
433	As a Researcher, I want an app that create proxy Data Packages for well know and reliable data, sources, so that I can load high quality data using Data Package tooling.	F
434	As a camp administrator, I want to be able to keep my information in one place, so that the admins next year can improve on the previous years.	A
435	Hi. Who do we have on the call?	NULL
436		NULL
437	As a Publisher, I want to preview a datapackage I have prepared, so that that I can check it works and share the results.	F
438	SQL could be . Commands can go back and forth a lot.	NULL
439	This has got to be cheaper than buying wireless scanners.	NULL
440	frame to do customers.	NULL
441	As a Plan Review Staff member, I want to successfully Conduct a Plan Review Meeting with the Applicant and record the outcome, so that I can listen to it again.	F
442	As a site administrator, I want to understand how other similar organizations are handling content, so that I can make informed decisions about what appears to work well and what doesn't.	A
443	Or like Zillow, you start by putting in an address. You come here and pick the context of, "Buy," "Rent," "Sell," or, their estimating thing. Then you put in your address and click Search and it takes you to that area.	NULL
444	As a site editor, I want to be able to indicate whether an article is publicly available or for members only, so that visitors are incentivized to become members.	F
445	Please enter the conference pin number.	NULL
446	OK. I guess if we're through talking about that the third thing on my list was...I don't know. I heard somebody else join. Was that Ron, by any chance? OK, I guess not. The Shields interface stuff I know Brenda sent another email this morning, and we've looked briefly at that.	NULL
447	Hopefully it worked for you, but we had to go through some crazy hoops with the IIS stuff that Michael couldn't initially. It's kind of crazy.	NULL
448	As a parent, I want to be able to submit various type of forms to the camp management.	F
449	As a participant, I want to immediately see that an estimate has been given by a specific estimator, so that I know who has already given an estimate and who we’re still waiting for.	A
450	.	NULL
451	No, we were creating, depending on which way we were doing it. If we create a service, they would pull it whenever they wanted. If it was an FTP, then we would send it to them or put it on the FTP site, daily or however often it was run.	NULL
452	As a UI designer, I want to redesign the Resources page, so that it matches the new Broker design styles.	F
453	Don't you all have to, or somebody have to map these CLLIs to Infinium?	NULL
454	All right, I'll take that back to them.	NULL
455	As an Agency user, I want to be able to include a large number of flexfields without performance impact.	F
456	As a user researcher, I want to begin identifying interview participants, so that I can understand what educators and science influencers need from a future nsf.gov website.	A
457	Who's going to do the fixing and not do their one stuff, is my question?	NULL
458	As a developer, I want to have a list of definitions for commonly used terms, so that everyone working on the project can understand each other more easily.	F
459	I don't think we had anything else for you all this morning. Do you all have anything for us that we need to discuss?	NULL
460	The 19th is a staff meeting.	NULL
461	Where the grid is right now.	NULL
462	As a Developer, I want to use data package as a node lib in my project, so that that I can depend on it using my normal dependency framework.	A
463	As a site member, I want to mark my profile as private in which case only my name will appear, so that no one can learn things about me I don't want shared.	F
464	But what we can do, given this current situation, we could have a pre-iteration type thing. Where this is a design iteration, or a design two iterations, but it's relatively usable, I mean it's usable stuff that they're doing, in lieu of...	NULL
465	Hi, .	NULL
466	As a site member, I want to have full access to all articles, so that there is a benefit to being a member.	F
467	Best of both worlds is, Baski can do that within Notify, not a Windows app. Did you ever look at that, Baski?	NULL
468	As an Applicant, I want to Pay Fee, so that I can satisfy outstanding charge associated with the service requested or received from the County.	F
469	It doesn't matter. I don't care. There's...	NULL
470	As an agency user, I want to submit my data elements surrounded by quotation marks, so that Excel won't strip off leading and trailing zeroes.	F
471	That was quick. Usually people take longer to dial in.	NULL
472	Have a general target for their assigned areas Indiana, Ohio, and instead of fishing through .	NULL
473	We can do it.	NULL
474	As a UI designer, I want to track the issues that come up in Tech Thursday, so that I know what to test and what want s to be fixed.	F
475	I can do that.	NULL
476	Come April, we need everything checked into that code base, in the Notify code base now, here and more so, an emergency release going on in a couple of weeks. None of this stuff...	NULL
477	As a team member, I want to see the first iteration of beta up on cloud.gov.	A
478	Then the asset .	NULL
479	As a Researcher, I want to be able to reference a remote-controlled vocabulary for my dataset, so that I can be sure that column of my dataset are valid against a single shard list of terms.	F
480	I'm perfectly fine with that. I just don't want to force someone to go get another tool now. If that's where their direction is, then that's perfectly fine with me. If it makes the most sense for us.	NULL
481	As a Developer , I want to provide FABS groups that function under the FREC paradigm.	F
482	As a site visitor, I want to click the link from the article teaser to take me directly to the body of the article. not to another teaser setup, so that I can easily finish the article.	F
483	As a user, I want to add a video to my article.	F
484	You can very well have an acceptance criteria that says, "When I login I'm redirected to a page that shows me what stuff is assigned to me." That's perfectly valid.	NULL
485	About the...? OK.	NULL
486	You missed a good lunch, I'll tell you.	NULL
487	Right. Whenever we deploy the test then I'll do that.	NULL
488	As a CSM, I want to have my name listed in the registry without becoming a member of the site, so that employers or others can verify my certification.	F
489	Yeah, I looked. It was OK.	NULL
490	As a camp administrator, I want to be able to modify tasks/events I scheduled in case there is a change, so that I can always keep the schedule up to date.	F
491	I don't know what's going on, still opening.	NULL
492	As a Zoning Staff member, I want to Process the Requests for Zoning Information, so that I can capture my response to the request in the system and also send a communication from the system to the Applicant.	F
493	We've got Fast Path.	NULL
494	I'm thinking that scenario. That choose hardwire and plug. I'll put the estimate field up here, which, we want that now...	NULL
495	Yeah.	NULL
496	As a Staff member, I want to Assign an Application for Detailed Review, so that I can review the for compliance and subsequently approved or denied.	F
497	As an Applicant, I want to Request PreApplication Assistance, so that I can receive a response to a request for a meeting or information that is a result of the preapplication assistance.	F
498	I only drive like ten miles a day.	NULL
499	As a user, I want to have nice error pages when something goes wrong, so that I can trust the system and its developers.	A
500	That's outside.	NULL
501	As a Broker user, I want to Upload and Validate the error message to have accurate text.	F
502	He's going to have to...Is this store proc?	NULL
503	As a parent, I want to be able to see if I made all the necessary payments.	F
504	As a Publisher, I want to data to be validated when I publish it, so that that I know immediately if I have accidentally broken my data or have bugs and can take action to correct.	A
505	Stuff is breaking. It shouldn't be.	NULL
506	As a site visitor, I want to read current news on the home page, so that I stay current on agile news.	F
507	Navigation is the bar on the top, so the thing that was already in there and then in the report we added Navigation.	NULL
508	Go ahead and finish what you're saying.	NULL
509	Yeah.	NULL
510	As a Publisher, I want to be able to restore the deleted data package via cli, so that that it is back visible and available to view, download.	A
511	As an executive, I want to have full access to data related to my company, so that I can have a sense of my company's performance.	A
512	That all lends itself to this Notify being conversation-centric. Is that your question? To continue it that way?	NULL
513	Sure, I can run the scripts. Are they scripts that I need to create, or scripts that you're creating and you just need me to launch?	NULL
514	We need to get that list, and then if we can do like Brian said, just be able to get an exact match on the address information, then we can find the CLLI based on that. I don't know how many would be an exact match versus ones that are close.	NULL
515	As a Researcher, I want to get a Data Package into SPSS in seconds, so that I can start using the data for doing analysis and visualizations.	A
516	As a Developer, I want to get a Data Package into Node, so that I can start using the data for doing analysis and visualizations.	A
517	We really messed with Paige's report. Seems like being every bad day out there with all the sudden releases.	NULL
518	As a ProspectiveApplicant, I want to research requirements and to select a service, so that I can find the relevant service and/or application type to initiate via the online portal.	F
519	That'd be good. I don't know if Miranda feels this way, but I feel like we need to know what the long term goal is for us. There are times where everyone's busy, and we don't want to bother everybody, and we need to know what we can be doing.	NULL
520	I do a control if...	NULL
521	As a Publisher, I want to configure my client, so that I can start publishing data packages.	F
522	In a minute we can put mobile Collect, because really the only piece of that was of interest there to me was the small little convert file that switched it from map service to...	NULL
523	As a moderator, I want to change my account details, so that I can keep my account details up-to-date.	F
524	As a Consumer, I want to be able to get the data for a data package even if the original data has been moved or removed, so that that I can still use is and my app or analysis keeps working.	F
525	No.	NULL
526	OK.	NULL
527	As a camp administrator, I want to be able to remove campers if they don't attend the camp anymore, so that I can keep the records organized.	F
528	As an Inspection Staff member, I want to Create an Inspection, so that I can schedule and assign the inspection.	F
529	As a moderator, I want to view a transcript of a game, so that I can see the stories and estimates.	F
530	As a Developer , I want to be able to log better, so that I can troubleshoot issues with particular submissions and functions.	F
531	As a Publisher, I want to permanently delete a data package, so that that it no longer takes up storage space.	F
532	For them.	NULL
533	As a trainer, I want to read information of relevance only to trainers, so that the Scrum Alliance can share information with me easily.	F
534	That's not bad.	NULL
535	It's not a repair PO. we not POs. .	NULL
536	As a DeveloperPublisher, I want a tool to create an embeddable data summary via iframe, so that I can embed data summaries across sites.	A
537	As a UI designer, I want to begin user testing, so that I can validate stakeholder UI improvement requests.	F
538	Hi Greg. It's all the rest of your friends.	NULL
539	As a Consumer, I want to view a data package online, so that I can get a sense of whether this is the dataset I want.	F
540	As a Publisher, I would like an integration with Open Refine, so that I can output cleaned Data Packages.	A
541	As a Technical Staff member, I want to update the GIS Property Management, so that I can successfully update the transactional Parcel Pin to reference the GIS layer where the Split or Merged Parcel Pin exists.	F
542	Fast Path. Bold. Bold.	NULL
543	As a CST, I want to pay an annual fee, so that my CST status is active.	F
544	Would you like us to run that overnight, Jim?	NULL
545	The face for the control, it should have...	NULL
546	I think when you...	NULL
547	As a camp administrator, I want to be able to keep track of which camper submitted which forms, so that legal issues are avoided.	F
548	As a user researcher, I want to continue scheduling interviews for hypothesis #1, so that I can be prepared to test our first prototype.	A
549	Stored proc.	NULL
550	Actually it was one of the disaster recovery servers.	NULL
551	As a site administrator, I want to understand how other similar organizations are handling visual design, so that I can make informed decisions about what appears to work well and what doesn't.	A
552	As a site member, I want to view the profiles of other members, so that I can find others I might want to connect with.	F
553	If I see a bunch sixes or sevens or something or a bunch of tens and somebody uses a seven, then it's like, "Why is it?" and then try to address what the concern is. So like Patrick in , what would make it better than a seven?	NULL
554	Feel great things.	NULL
555	Project managers, they will help with that. We can get a ScrumMaster.	NULL
556	As a user, I want to be able to browse through the list of facolities and see which ones are environment-friendly, so that I can know for sure my waste is not going to leave a negative ecological footprint.	F
557	As a Web Developer, I want to be able to install multiple versions of the same datapackage separately, so that that all my projects could be developed independently and deployed locally.	F
558	Yeah. Immediate feedback, that's good.	NULL
559	Then you can slowly move one function over at a time.	NULL
560	Yeah, that's...	NULL
561	As a company accountant, I want to view all available activity fees online, so that I can easily create a bill statement.	F
562	As an Admin, I want to have a pricing plan and billing system, so that that I can charge users and make my platform sustainable.	F
563	It'll compile well. That's really all we need. It compiles. Adam. So you know how this one's...So you need to...	NULL
564	As a camp administrator, I want to be able to create groups and add campers to the groups, so that I can easily organize the campers.	F
565	As a team member, I want to meet with DIS / cloud.gov, so that I can determine the requirements for the beta.nsf.gov ATO.	A
566	Yes.	NULL
567	As a participant, I want to be able start a two-minute countdown timer that all participants can see, so that I can limit the time spent discussing the estimates when I think we’ve talked long enough.	F
568	If we get rid of the context switch, that problem goes away.	NULL
569	As a Publisher, I want to know what do next after signing up, so that that I can get going quickly.	F
570	As a user, I want to add donation centers as favorites on my profile, so that I can view them later.	F
571	As a FABS user, I want to submission errors to accurately represent FABS errors, so that I know why my submission didn't work.	A
572	Kim when you say...	NULL
573	We're probably going to have another emergency release tonight around, I'd say, 7:00 or 8:00. How many days passed?	NULL
574	As a Broker user, I want to submit records for individual recipients without receiving a DUNS error.	F
575	Moral of the story...	NULL
576	However, that's not an iteration that's actually ever delivered. It gets put into the actual Notify iterations. Is that what you're saying?	NULL
577	As a trainer, I want to update one of my existing courses or events, so that it reflects accurate information.	F
578	As a user, I want to be able to use Unicode, so that I can use any language I like.	A
579	Grady wasn't able to finish for Friday night's release. They were trying to . He'll run that after about six pm central time today. That should get anything that would have changed in the release and that's still sitting in the FCC screen. That should at least get rid of any of that.	NULL
580	I guess it's going to be...	NULL
581	It's difficult when you're working on several different things and now you spend an hour actually programming this thing, two hours on troubleshooting issues, and spending an hour on an emergency release that you have to get out. With all of that, there's a lot of context switching going on.	NULL
582	As a camp administrator, I want to be able to see only events for a specific group/groups on the event calendar, so that I can easily read the data on the calendar without too much clutter.	F
583	As a site admin, I want to move people in a trainer's class from a pending state to the registry once I have received proof of payment from the trainer.	F
584	He didn't want the help files available from the home page. Or from the login page, rather. Until you've logged in.	NULL
585	As a camp administrator, I want to be able to see medical forms, so that we can be prepared for an allergy attack	F
586	I'm here. I am desperately trying to get the board to show up.	NULL
587	Kaylow, actually, he called to tell me that he needs to not be on the call. I was like, "Good, I don't need to figure how to conference." You think before I even have a kick-off meeting that I need to get with Daryl to get clarity on what project we're doing?	NULL
588	Would have been real blood.	NULL
589	As a Researcher, I want to get a Data Package into LibreOffice/OpenOffice in seconds, so that I can start using the data for doing analysis and visualizations.	A
590	As an NSF employee, I want to narrow down the universe of CMS options and identify/prioritize key considerations for getting to the next step.	A
591	This is based on a meeting that we had with you last week. These were the epics that we came up with in that meeting and we ran with that from there.	NULL
592	All right. I'm going to try to come up with JRM stories. Joel, I think, maybe the assignment stories. Managing project, I'll send those to Jasmine. Corey's going to create the mock up for the logon page.	NULL
593	Then I'm just going to do a merge after this, get the code from 109 back to the trunk.	NULL
594	As a user, I want to be able to give my email ID, so that I can receive notifications for new events as they are posted.	F
595	That is weird.	NULL
596	As a Visitor, I want to sign up via github or google, so that that I don't have to enter lots of information and remember my password for yet another website.	A
597	Here is an example for code files, where we're going to be implementing the Telerik control map, I guess.	NULL
598	As a Developer, I want to add the GTAS window data to the database, so that I can ensure the site is locked down during the GTAS submission period.	F
599	As a content editor, I want to be able to easily find content, so that I can edit it.	F
600	As a Developer, I want an Elasticsearch integration, so that I can integrate data-packaged data with pipelines that use Elasticsearch.	F
601	As an Admin, I want to set key configuration parameters for my site deployment, so that that I can change key information like the site title.	F
602	As a user, I want to access the raw agency published files from FABS via USAspending.	F
603	As a user, I want to choose a flexible pick up time, so that I can more conveniently use the website.	F
604	Filtered by color?	NULL
605	As a user researcher, I want to set up a website recruitment test, so that I can see if we can recruit users in real time from the website.	A
606	Did the emails say that they're disconnect?	NULL
607	As a user researcher, I want to have the WIG prototype, so that I can finalize the second task script.	A
608	What did he say?	NULL
609	On this screen for reverse retire, this what we want.	NULL
610	As a VisualDesigner, I want to create a moodboard to aid with visual design concepts for the nsf.gov website, so that we can discuss different design concepts with stakeholders.	A
611	As an NSF employee, I want to know how brand guidelines are developed and maintained, so that I can incorporate them throughout the project.	A
612	Oh, OK.	NULL
613	That's it. That won't take long. Probably about, I'll say one hour. It's not going to be that hard, really, once I get the stored procedure done.	NULL
614	That's the way our mind works. Not yet. This one in particular we're going to definitely be working through. But as far as the other ones that are in class people can pick the ones they'd like to see first. With that, on to issues. Did everybody see these? A couple of seconds. Any new ones anybody wants to add to the list?	NULL
615	As a moderator, I want to start a round by entering an item in a single multi-line text field, so that we can estimate it.	F
616	As a developer, I want to attend some UI/UX lessons, so that I can develop an awesome and beautiful features website.	A
617	It could be. I don't know.	NULL
618	As a Developer I want to quickly access Broker application data, so that I can investigate issues.	F
619	As a parent, I want to be able to message my child's counselors, so that I can voice my concerns or check on my child's progress.	F
620	As a Developer, I want to customize an existing wizard for my specific type of data, so that I can give my users a great user experience.	F
621	I've got to see. Mike was thinking that those would be treated as two separate records. I hear what you're saying. We have a whole record leaving and a whole record coming in. To me, it would be changing the VIN.	NULL
622	Fast Path. Path. Like a walkway, pathway.	NULL
623	As a Consumer, I want to know full details of how the data package schema has changed, so that that I can adjust my scripts to handle it.	F
624	As a moderator, I want to select an item to be estimated or re-estimated, so that the team sees that item and can estimate it.	F
625	As a researcher, I want to recruit for the last round of user research, so that we can summarize our findings and synthesize results.	A
626	As a Consumer, I want to search based on description of data package, so that that I can find package which related to some key words.	F
627	All right, I'll do that then, before I try and schedule something. It's 9:21. I'm bringing up what we have. Do we still have testing the CTDI? Did they send something else yesterday?	NULL
628	As a site visitor, I want to see a list of all upcoming Events, so that I can decide if I want to attend any.	F
629	As a parent, I want to be able to connect with the staff in case of an emergency.	F
630	As a user, I want to have accurate and complete data related to PPoPCode and PPoPCongressionalDistrict.	A
631	As a publisher, I want to embed a preview button on my site, so that users can preview the data and be encouraged that this is the correct data for them.	F
632	As an Agency user, I want to receive a more helpful file-level error when I upload a file with the wrong extension.	A
633	Will this take scanning information?	NULL
634	As a camp administrator, I want to be able to assign different positions to the staff members, so that it is possible to organize activities in terms of responsibilities.	F
635	No.	NULL
636	Like you said, it allows the users, or the owner to look at it and see, "Is this the right direction?" while we're waiting for you guys to be ready.	NULL
637	Only a dozen of six words. You're going to ask your ,so that port work with the tile service. Michael, is starting today, what he did. If there is a little background, I can compile.	NULL
638	As a UI designer, I want to move on to round 2 of Homepage edits, so that I can get approvals from leadership.	F
639	He gets it from Afinium. He's already been set up with Afinium for a while.	NULL
640	As a CSM, I want to be sent an email welcoming me to the Scrum Alliance and with instructions to register or activate my membership once my name has been loaded to the registry.	F
641	Can we have a for the attitude?	NULL
642	As a moderator, I want to see dates and times in my local timezone, so that I don't have to do timezone conversion myself.	A
643	I don't know what it takes, if it's just on the screen, or if you have to do other stuff.	NULL
644	As a site visitor, I want to read a new article on the front page about once a week, so that I am up on all the latest happenings.	F
645	As a site visitor, I want to see a trainer's rating, so that I choose a course from an appropriate trainer.	F
646	As a site administrator, I want to set the annual fees for members, Practitioners and Trainers, so that fees can be set without involving a programmer.	F
647	Bye	NULL
648	As a Consumer, I want to know that the data I am downloading is good and can be relied on, so that that I don't have to check it myself or run into annoying bugs later on.	F
649	Yeah.	NULL
650	I know what project this is.	NULL
651	As an Agency user, I want historical FPDS data loaded.	F
652	You didn't do that last night?	NULL
653	As a site visitor, I want to be able to get back to the home page quickly and easily, so that I don't get lost navigating.	A
654	As a team member, I want to have recruiting-email templates ready to go, so that I can start recruiting interviewees ASAP!.	A
655	We looked at...map control. The demo bug, the map control. CS , CS file. Those two we looked at. That's where he said our focus is going to be. Yet for some reason that graph design scared me death. why we didn't look below it, the demo file. I have no idea. I discovered that five minutes after meeting with John.	NULL
656	As a FABS user, I want additional helpful info in the submission dashboard, so that I can better manage submissions and IG requests.	F
657	As a Practitioner, I want to write an article for the site with a small graphic shown with the article showing my CSP or CST status, so that others know my certifications when reading.	F
658	As a parent, I want to be able to sign and submit consent forms online, so that I don't have to deal with my child losing a consent form.	F
659	As a Publisher, I would like an integration with Excel, so that I can output cleaned Data Packages.	A
660	Conversation ?	NULL
661	As a camp worker, I'm able to report a list of supplies to the manager that the camp is short of.	F
662	...your desktop. Internet Explorer...	NULL
663	Don't .	NULL
664	Are you calling anyone?	NULL
665	What did the login page .	NULL
666	Who do you need to sit down with?	NULL
667	That's the kind of thing that we want to capture, put on the issues log and .	NULL
668	As a user, I want the publish button in FABS to deactivate after I click it while the derivations are happening, so that I cannot click it multiple times for the same submission.	F
669	Start with a plug. Start with a plug and try a frame.	NULL
670	As a recyclingfacility, I want to be able to communicate directly with the site admin and convey any issues or concerns I have, so that they fix them.	F
671	As a parent, I want to be able to track my child's activity and schedule at camp, so that I can have peace of mind.	F
672	This one is supposed to be the one. You do a general change. It doesn't know what day you're referring to. You have to go back in and change the frame.	NULL
673	As an Agency user, I want the header information box to show updated date AND time, so that I know when it was updated.	F
674	As an data user, I want to receive updates to FABS records.	F
675	We'll use TFS as the actual user stories, just for organizing it's fine.	NULL
676	As an Agency user, I want all historical Financial Assistance data loaded for FABS go-live.	A
677	As a Publisher, I want to publish a dataset, so that I can view just the dataset with a few people.	F
678	We don't. We've got to get off this call. My only concern is, Grady's on vacation next week and we're supposed to be doing this next Sunday, which, by the way, you and I need to get together and give them some kind of a, "Yeah, you're going to be able to start work on Tuesday at name and date."	NULL
679	As a site editor, I want to be able to designate whether or not an ever makes the home page, so that the best content is featured most prominently.	A
680	This is Brian.	NULL
681	As an admin, I want to have all data encrypted, so that important information will not be stolen during a server breach or an attack.	A
682	Late Friday afternoon. Not awesome.	NULL
683	Yeah, as long as the tester gets updated like the week after or two weeks after so that it's available for when we need to do tests on the interface, because he's also off that week that you're off. That's why I'm like, stuff's got to be done. It's got to be right because you all are off, which is allowed. Just got to be done.	NULL
684	Just like the home search sites where you'd start on the map and then you can add criteria to it to narrow your search down. If you only want to see single family homes, or condos, you can filter that out. That would be like poles or...	NULL
685	Then you would just exclude the other one that has the map point stuff in it? That's what he said.	NULL
686	As a developer, I want to have created database indexes, so that the queries run as fast as possible.	A
687	As a Researcher, I want to get a Data Package into R in seconds, so that I can start using the data for doing analysis and visualizations.	A
688	We're translating them to .	NULL
689	As a user, I want to be able to check transaction history and keep a record of it, so that I can go back when needed.	F
690	As a site administrator, I want to create an Other Course or Event that is not charged a listing fee, so that the Scrum Alliance doesn't charge itself for Scrum Gatherings that it puts on.	F
691	As a camp administrator, I want to be able to modify the information of enrolled campers, so that I can keep the campers information up to date.	F
692	As a user, I want to have my personal information kept securely in the database of the website, so that I will not suffer from identity theft or telephone harassment.	A
693	As an Applicant, I want to Check the Status of a transaction, so that I can understand where the provisioning of my service is in the process, such as information related to service levels, fees, plan review, permit, or inspection results.	F
694	As a FABS user, I want to have my validations run in a reasonable amount of time.	A
695	As an estimator, I want to see all items we will try to estimate this session, so that I have a feel for the sizes of the various items.	F
696	I can ask him. I can say, "We talked about this, would you want us to verify that the clause are closed in LCAM as well, or is that not part of what we're doing?" And say, it's two if we don't have to worry about the clause, it's three if we have to worry about the clause.	NULL
697	, bring that around.	NULL
698		NULL
699	As a camp administrator, I want to be able to delete tasks/activities I scheduled, so that I can keep the schedule clean of unneeded activities.	F
