"id","review","class"
"14292","this app has everything just love Pinterest, Whenever I  m sad bitter or angry I just click on the Humor page Brilliant.","information giving"
"14300","\nGranted, all of my pins are from other interesting boards, but I don  t like the idea of someone else adding something to my board.","feature request"
"14301","I love Pinterest and so far this app works how I expected it to.","information giving"
"14304","Save those posts for Tumblr, please.","information giving"
"14313","Haven  t had many problems.","problem discovery"
"14314","Now I can finally use Pinterest on both.","information giving"
"14314","I love that you can go to the board that you most recently pinned on.","information giving"
"14315","I would like to post video using the copy and paste on my iPhone.","feature request"
"14318","What did I ever do before Pinterest?","information seeking"
"14331","Pinterest has provided me with access to ideas for home and classroom.","information giving"
"14344","Although sometimes it crashes on me, the solution is always simple.","problem discovery"
"14351","Has everything I need plus more amazing app!!","information giving"
"14352","Good app crashes sometimes ,","problem discovery"
"14355","Haven  t had any problems ?","information seeking"
"14364","Love the app, but unfortunately the crashing problem from 2 versions ago is still a problem.","problem discovery"
"14381","I have never had an in issue with this App it  s great to have on the go when you need a recipe at the grocery store.","information giving"
"14411","It provides inspiration.","information giving"
"14421","The only problem that I have noticed is that when you click to view a pin, read it the close it, it starts you back at the beginning of the list and not where you left off at.","problem discovery"
"14422","It always perks me up and makes me happy to see what we as humanity can create, often with very simple ordinary materials.","information giving"
"14429","Please do add it back!","information giving"
"14435","New ideas for decorating, clothing, parties, recipes, DIY projects; whatever you need, Pinterest has SOMETHING to help you out.","information giving"
"14447","It is packed with inspiration &amp; I just love the pinning &amp; sharing!!","information giving"
"14451","This app works great, is easy to use, and doesn  t crash often.","problem discovery"
"14464","I love this application I can create my boards for wedding planning, cooking, fashion, and deserts ,","information giving"
"14466","Now we can  t rename boards in the iPad app but we could before.","problem discovery"
"14470","The app is easy to use, but does tend to crash alot on the iPhone, it  s perfect on a PC or laptop though.","problem discovery"
"14474","The possibilities are endless here!!!","information giving"
"14490","I don  t know why I have so much trouble opening the pins?","information seeking"
"14490","I think it should be easier to open them  and see the full content.","feature request"
"14492","What did we do before Pinterest?!?","information seeking"
"14521","Love the concept of this app, but it crashes pretty frequently.","problem discovery"
"14542","Tried out Pinterest  because my Wife really enjoys it and has gotten several good suggestions for meals\nI enjoy the pictures and it  s fun to use right up to the point that it shuts down and kicks you off, which seems to happen with surprising regularity\nOnce you  ve been kick off and return, the time between being kicked off gets shorter and shorter\nI  m using an iPad to view Pinterest so maybe it  s the reason for the shut downs\nYour site would be more fun without the shutdowns\nI DO enjoy Pinterest, thank you ,","information giving"
"14543","If you need inspiration of any kind you can find it here.","information giving"
"14550","I use boards to pin tons of ideas as inspiration when I first start a project or begin planning a party, but it would be nice to have a way to rank the pins to narrow down the ones I want to focus on first!","feature request"
"14553","It provides an easy way to share ideas and pictures with friends and followers!","information giving"
"14575","The idea and concept of pintrest is great.","information giving"
"14582","I have never had any issues.","information giving"
"14586","Love how easy it is to find ideas when you need something specific, but also just find things that I never would have thought to try.","information giving"
"14602","What did we do before Pinterest?","information seeking"
"14605","No need to sign in every time and it loads quickly!","information giving"
"14614","I just wish people would only post links that were safe ,","information giving"
"14629","It is very cool how we can touch a picture and then we get the three options on what we can to do, but is there any way that y  all can put another option that saves a pin to the camera roll?","feature request"
"14641","There are so many inspiring ideas out there and it has taken my creativity to a whole new level.","information giving"
"14641","The app is little tough to learn at first, that  s why only ?","information seeking"
"14642","\nYou can create an online scrapbook of your favorite photos.","feature request"
"14650","Once I figured out how to navigate this app, it became very easy to switch from looking at my own pins to looking at recent pins of people I follow.","information giving"
"14652","We spend time organizing our boards but Pinterest fails to organizing themselves by not putting things in alphabetical order...please learn you ABC  s. ,","problem discovery"
"14660","You have to get it!!","information giving"
"14672","I have no problems with this app.","information giving"
"14675","I really recommend it!","information giving"
"14675","You can  t change the board covers anymore change that please!","feature request"
"14705","I just love so much Pinterest!","information giving"
"14710","...please consider it!!","information giving"
"14722","If you have an iPad, you must get this app.","information giving"
"14728","I just love this app, I use it all the time for just about everything.","information giving"
"14735","I recommend this app to all!","information giving"
"14739","You can create secret boards just for you or invite friends to your secret boards.","information giving"
"14750","I like it so far especially when I need recipes or a drink!!","information giving"
"14762","If I need it, Pinterest has it!","information giving"
"14764","I wish you could drag and drop pins between boards, and delete with pins with one click.","feature request"
"14765","I use this all the time..and I just love it!","information giving"
"14781","Love it but it crashes a lot :( ,","problem discovery"
"14798","Please do not change settings or do a thousand upgrades, we, users do not like!","information giving"
"14803","I highly recommend it!","information giving"
"14804","I did not get the idea of this app at first but the more I surfed the more I found I needed to return.","information giving"
"14813","Seems like the controls are fairly user friendly but every now and then I have to re search for something because it bumps me out to the home page.","feature request"
"14830","\n\nSecondly, you have to get together with apple so I can just pin from my photos on my phone!!","information giving"
"14830","I have to scroll through a list of randomly organized (rather, NOT organized or DISorganized) names to find the one I need.","information giving"
"14830","\n\nThx, now, can you STOP asking me to rate Pinterest every third or fourth time I try to open it?","feature request"
"14832","I need a meeting.","information giving"
"14835","Love the abundance of ideas available at your fingertips!","information giving"
"14836","Please fix this!","problem discovery"
"14839","I adore Pinterest wholeheartedly but I do have a problem with how it does occasionally crash on me.","problem discovery"
"14847","Just wish the scrolling down then back up just a little bit didn  t bring the top menu bar back.","feature request"
"14884","And the news ticker (I don  t know what to call the thing that tells me when someone has liked a pin or followed a board) needs a better information hierarchy; an undifferentiated list doesn  t serve me needs ?","feature request"
"14901","Highly recommend getting it.","information giving"
"14905","I have made a few of these great ideas but I  m excited to do so many more!","information giving"
"14908","I just wish editing my boards was easier.","information giving"
"14911","One thing, I would like to see the subscribers in order of appearance.","feature request"
"14913","I love Pinterest, but I think it needs to be revamped.","feature request"
"14915","First, you  ll only have a couple boards then you  ll need a couple more because you  ll want to have a\nPlace for your interests.","feature request"
"14926","One issue I do have is sometimes when I pin a Lin and go back to it I can  t necessarily get the pattern or recipe, not sure why.","problem discovery"
"14929","Before Pinterest I had magazine clippings, notebooks, files, etc. all saved with ideas, but I could never find what I needed when I needed it.","information giving"
"14931","The app does what it needs to, &amp; I love it.","information giving"
"14932","WOULD RECOMMEND TO ANYONE AND EVERYONE ,","information giving"
"14933","I absolutely love Pinterest, and have had no problems with the app!","information giving"
"14933","You can search and find whatever you could possibly think of, from simple DIY projects to ancient Jewish tombstone inscriptions!","information giving"
"14940","My only problem is that some times it just suddenly closes out on me, and I have to wait a bit to open it again.","problem discovery"
"14941","Everyone should use it!","information giving"
"14942","Here are some reasons why I enjoy it:\n\n1  I have done so many home projects for cheap or have done something I never would have because of creative ideas that are step by step.","information giving"
"14942","\n\n2 I have been able to look up garden questions or ideas and made a beautiful and productive garden this year.","information giving"
"14943","\n\nOct 31st\nHope you are working on this crashing problem.","problem discovery"
"14943","Something needs to be done.","feature request"
"14943","Can  t figure out how to clean up my boards.","information seeking"
"14945","It crashes occasionally, but overall it  s a great app!","problem discovery"
"14947","That means I can  t pin.","problem discovery"
"14975","I love this app it is so much better than just using the web.","information giving"
"14982","Just wish you didn  t have to allow others to follow you unless you give permission or maybe allowed to have more secret boards.","information seeking"
"14983","I wish there was a pin button on my phone where I could pin things I see like I to when I  m on my laptop (maybe there is one for the phone and I just haven  t found it).","feature request"
"14986","Once you start looking  you can  t stop!","information giving"
"15000","This app has helped me in many more ways than just piecing together a dream wedding.","information giving"
"15000","I have figure out how to use photography to my advantage and learned different workouts!","information seeking"
"15001","I had problems with the app freezing a lot before, but don  t anymore.","problem discovery"
"15006","Great app, but it badly needs two things:\n1.","feature request"
"15006","How do you organize effectively without sub folders?","information seeking"
"15012","If the link is bad, it should not be able to post.","problem discovery"
"15036","The most recent update was a bit of a change visually, but it only took a couple of minutes to learn how to navigate!","information giving"
"15039","I wish it were easier to move my pins from one of my boards to a new board I create.","information giving"
"15054","This is still a problem as of 12/27/13!!!","problem discovery"
"15061","No update has been done recently though, and until I read that the problem with Safari is fixed I will try to remember not to upgrade the system.","problem discovery"
"15069","The only thing I suggest would be to update the look more often:) \nBut as far as the app I love it ,","feature request"
"15082","There are so many great ideas for crafts and food recipes.","information giving"
"15091","Who needs a magazine?!","information seeking"
"15113","Please provide a solution for an avid user:) ,","feature request"
"15116","I have no issues with this app and have a bunch of fun with it :) ,","information giving"
"15129","5tootle ,  I love Pinterest please change the page back the way it was a few weeks ago ,","feature request"
"15130","Just wish it would stop crashing, and adding a side bar to scroll through boards would be nice.","feature request"
"15133","It  s so easy to save organize and find whatever you need.","information giving"
"15150","I  m able to get where I need to go with little problems.","information giving"
"15154","I can  t stop and I won  t pinning!!!","information giving"
"15170","Great recipes for those of us that can  t cook without them!","information giving"
"15174","It always crashes at the most inconvenient time.","problem discovery"
"15174","Please fix this.","problem discovery"
"15186","I have had a Pinterest for a few years, back when you had to request to be part of it and now I use it on both my computer and iPhone.","information giving"
"15187","If that option could be added, I  d give it 5 stars.","feature request"
"15204","I never have any problems.","information giving"
"15205","Love Pinterest... I think it would be awesome to have the boards like now plus sub boards.","feature request"
"15206","Occasionally when there are new updates it will crash but they generally fix it pretty quickly.","problem discovery"
"15209","I can  t live with out it!!","information giving"
"15212","Pinterest must be rated number one app on my phone.","information giving"
"15212","Never crashes and never fails.","information giving"
"15235","This is the best thing, if you want to know about something it  s somewhere on Pinterest !!!!","information giving"
"15247","t know who you have recently hired to change your interface, but I suggest going back to the previous designer.","feature request"
"15254","However the site itself is a great idea!","information giving"
"15255","s happening , 5,  Heysuzen ,  I can  t explain if you don  t have Pinterest.","information giving"
"15255","Truly you are missing a iconoclastic app.","feature request"
"15260","The problems with the folders is that if you touch one accidentally (like hit the one above) it pins I to it,before you had to hit the PIN button again which gave you the chance to make sure to hanger the folder with one tap, now you have to go in and delete and move it to the correct folder.","problem discovery"
"15263","The latest update does not work well on the iPad.","problem discovery"
"15267","I just wish you could the app horizontally.","feature request"
"15279","Not always clear about how to pin something or follow someone.","information seeking"
"15280","But it crashes A LOT.","problem discovery"
"15280","Also, I can  t update my board covers, and that should be brought back.","feature request"
"15286","The last update did nothing to improve the Pinterest experience  why the change??","information seeking"
"15293","Not sure why some people are having issues but mine works just fine.","information giving"
"15294","Do wish there was a way to move pins to different boards without having to repin them.","feature request"
"15297","But now I enjoy it and you find out more about your friends thru it.","information giving"
"15328","The best way to keep on top of today  s style.","information giving"
"15335","I love Pinterest, just hate the changes and bugs!","information giving"
"15347","App logs out &amp; can  t sign in from time to time.","problem discovery"
"15355","Love the app but it crashes a little much.","problem discovery"
"15356","My Pinterest worked just fine until I just updated it today, now nothing loads!!","problem discovery"
"15356","Please fix or allow me to downgrade!","problem discovery"
"15383","I love Pinterest and the app is easier to use because you just press on a picture the different options to pin it, like and send pop up and all you do is slide to the option.","information giving"
"15384","Pinterest is a great idea but can be very disappointing.","information giving"
"15387","But LOTS of updating, and it will crash or freeze on you.","problem discovery"
"15388","Not only fun to pass the time when you are bored, or waiting at the dr  s office, but provides so many great ideas and useful tips.","information giving"
"15392","The bugs in the app have been fixed over time &amp; I have no complaints except for adding more than 3 secret boards.","feature request"
"15393","Having it on the iPad/iPhone just makes it even more addicting.","information giving"
"15407","It  s great and I recommend it all the time to others.","information giving"
"15410","We just need a list of categories and we don  t need a picture of what the category is.","feature request"
"15411","I love it, but every night while I  m on it just crashes for no reason.","problem discovery"
"15423","For the recipes or different DIY things it would be nice to be able to see at rating on how others felt about them or telling if they would try it again or not.","feature request"
"15430","I need this fixed now.","problem discovery"
"15443","I get a ton if great ideas and it is the best past time.","information giving"
"15460","I believe once people understand its purpose and create a groove that serves them best addiction is inevitable!!!!","information giving"
"15467","I can  t see who is following specific boards, only generally who is following, unless I am missing something?","information seeking"
"15475","Do not find much on the Middle East countries though.","information giving"
"15484","If you love Pinterest on the computer you need the app.","information seeking"
"15495","And the only problem that I  ve found is that I spend WAY TOO MUCH time going through it!","problem discovery"
"15501","I just wish you could send multiple pins to one person at a time and the same pin to multiple people at once.","feature request"
"15506","Even though this issue had been fixed I  m still having problems.","problem discovery"
"15506","Please readdress this issue.","problem discovery"
"15507","Never had a problem with it.","information giving"
"15513","It would crash a lot more than it does now.","problem discovery"
"15513","I love Pinterest and all that you can find on there so this is perfect for my smart phone.","information seeking"
"15515","It does have some issues, such as the shut off in the middle of a pin and not loading at all until I close the app completely which also make me lose the place I have scrolled to.","problem discovery"
"15529","Haven  t seen any glitches just relaxing enjoyment.","information seeking"
"15537","Four stars because it crashes sometimes, and I do not like the updated search.","problem discovery"
"15539","Just like the Pinterest website.","information seeking"
"15540","I love the app, but it does seem to crash a lot.","problem discovery"
"15551","When I need a recipe or how to fix my hair, or fashion ideas ,  crafts, Pinterest has it all.","problem discovery"
"15564","The problem I have that drops two stars, the updates don  t fix things; they just add more clutter.","problem discovery"
"15564","It now suggests people who might like a pin sent, every.","information seeking"
"15564","It would be nice to turn that off.","feature request"
"15564","But the app still needs a lot of work.","feature request"
"15568","It had everything you need!!","information seeking"
"15570","e and I create out wedding and wish lists so we know what to get each other for Xmas and bdays.","information giving"
"15570","Also helping create our bucket list.","information giving"
"15574","Like how it  s gotten easier for me to navigate through.","information giving"
"15574","I just don  t like all the notifications for everything, but other than that, it  s awesome!","feature request"
"15582","Downloaded a few days ago and haven  t had any issues.","information giving"
"15588","( you even made me a better cook!)","information giving"
"15605","I would like to see more categories for browsing it seems all of the DIY Crafts that are lumped together could be better sub divided.","feature request"
"15605","Quilts, for instance, should have their own category.","feature request"
"15607","It  s like a magazine that you get to design yourself.","information giving"
"15611","Instead of just turning the screen orientation the app closes my whole iPad.","feature request"
"15615","I would definitely suggest to download it it  s only wonderful thing.","information giving"
"15627","I have made several projects and recipes from the ideas that have been shared.","information giving"
"15641","I  m planning my wedding and getting ideas from Pinterest but my mom doesn  t know how to use the app so I like sending her pictures from my phone via text.","information giving"
"15656","Highly recommend the site and app!","information giving"
"15656","The only adjustment I would suggest would be to fix load time as the images sometimes take awhile to upload.","feature request"
"15664","I get so many ideas for design and recipes and fun stuff and it also just has a lot of great pictures and it  s fun to look around.","information giving"
"15673","If I could turn that option off on this app and the site it would be nice.","feature request"
"15698","Please fix it so that it is compatible.","problem discovery"
"15700","The fact that I can use it on the go &amp; just not at home is awesome!","information giving"
"15700","Definitely a good app and I  ve never had a problem with it!","information giving"
"15724","It crashes once in a while; about two times a week.","problem discovery"
"15727","Please bring that back and keep it!","information giving"
"15731","Please bring the old version back!","information giving"
"15738","I  ve said more than once that Every woman should have a Pinterest account!","information giving"
"15743","I defiantly recommend downloading this app!","information giving"
"15747","I had to Google it to discover that you have to tap the camera button, then the little image icon.","information giving"
"15754","I was confused of how to use it at first, but now that I  ve figured it out its terribly addicting.","information giving"
"15757","The old app was constantly crashing and shutting my ipad completely off.","problem discovery"
"15761","Please bring back the A   Z tabs when looking for categorized pin boards.","feature request"
"15770","I could spend hours on it and yet I still don  t know quite how to use it.","information seeking"
"15776","This app is amazing and always provides me with new ideas for everything!!","information giving"
"15781","Previously, the app would crash my iPad and, though it still does this, it  s far and few between crashes.","problem discovery"
"15791","Tried trouble shooting and they said sorry that  s just what you have to do sometimes.","information giving"
"15804","I love Pinterest but it always crashes!","problem discovery"
"15813","If you post your own stuff, Pinterest automatically owns it.","information giving"
"15817","I love the app in general, but this update has some bugs.","problem discovery"
"15820","Used it to plan my daughters wedding, makes me a rock star when I bake or entertain, helped me redo my dining room table and a whole lot more.","information giving"
"15820","What did I do before Pinterest?","information seeking"
"15822","What a great way to discover how to enhance your life in all areas!","information giving"
"15826","Wish the app was available on my Philips smart tv!","information seeking"
"15832","I love this app but it crashes all the time!!!!!!","problem discovery"
"15839","I utilize recipes, DIY projects, travel ideas, and many other options available.","information giving"
"15839",":)  HIGHLY recommend it!","information giving"
"15873","While Pinterest is still a great idea, the fact that the home feed is now more than 50% related pins is very annoying.","feature request"
"15875","Enjoy using on my iPhone and iPad but it still likes to crash.","problem discovery"
"15875","When I try to load a video it almost always crashes.","problem discovery"
"15875","Why limit to 3?","information seeking"
"15881","I love the new functionalities available in this release.","information giving"
"15900","I love all of the updates that they have had on it so far Pinterest has everything that you could possibly think of, and I recommend Pinterest to everyone.","information giving"
"15907","How did people organize their weddings before Pinterest?","information seeking"
"15913","Wish there were more secret boards available.","feature request"
"15917","I like sharing info and ideas with others, however, the lack of privacy is an issue.","problem discovery"
"15917","So, I  d like more privacy settings that are already available on other social networking sites and Pinterest would be perfect.","feature request"
"15921","How do I go back and submit my email address so I can write comments?","information seeking"
"15921","I don  t know how to go back to where you tell me to give my email address.","information seeking"
"15921","Is there a way I can leave messages to other pinners?","information seeking"
"15922","It  s such a fun place to visit when I need a new idea or different perspective.","information giving"
"15925","I love this app, it is my go to when I need some creative direction!","information giving"
"15928","\nEveryone can use this app ,","information giving"
"15944","You seriously just tap the pic and in seconds it  s on one of your perfect boards!!","information giving"
"15950","I recommend this to anyone looking for inspiration.","information giving"
"15954","But you should add chatting!","feature request"
"15968","Wish I could select multiple pins when I need to edit my boards.","feature request"
"15973","Plus it holds well on my 4G iPod and I haven  t had a single problem with the app in these past couple of months since using it.","information giving"
"15973","If you love to pin and pin quickly then I  d recommend downloading the app.","information giving"
"15978","Haven  t had any real issues with it.","information giving"
"15979","Pinterest doesn  t need my review to convince anyone of its worth and ease of use, just try it yourself.","information giving"
"15981","Pinterest is addicting....can  t wait to see how it keeps getting better.","information giving"
"15995","Great app live convience of just pushing a button instead of browser hunting ,","information giving"
"15997","You did an update to fix bugs but seemed to have created new ones.","information giving"
"16014","I love that I can create my own boards and use Pinterest to organize holiday and party planning.","information giving"
"16015","I really recommend this app.","information giving"
"16025","Watch out because once you start, you might get addicted!","information giving"
"16025","The only thing I would warn is that you can probably become a bit materialistic.","information giving"
"16025","So be happy with what you have and just have fun.","information giving"
"16033","Prior to the update, it was crashing frequently, shutting down my iPad, then rebooting.","problem discovery"
"16033","Please bring back this feature.","feature request"
"16035","I only wish that you could remove previous pins from a board or move them to a different board, just so you can correct a finger slip or get rid of things that you didn  t end up liking.","feature request"
"16039","App fails in iPod works great in iPad.","problem discovery"
"16045","Nik Nik 888 ,  Just love this app\nIt  s very inspirational when you need a pick me up ,","information giving"
"16046","Although more often, Puns don  t always link back to the original post where you can find the recipe or instructions on how to do/make something.","problem discovery"
"142988","Why do I need to pay all of a sudden?","information seeking"
"143005","getting lower and we still pay for it	Please make the picture view adjustable since lage device took roll.","feature request"
"143008","Why on earth do i never recieve notifications from this app ?","information seeking"
"143008","I  ve checked my settings a thousand times , everything is great there , but why dont  i recieve notifications ?","information seeking"
"143046","Most necessary app	Its simply pointless purchasing a smartphone that does not support whatsapp.","information giving"
"143047","Need to see contacts profile pictures	Need to fix the problem where people can see their contacts pictures","feature request"
"143061","I am not able to add any, nor view any which have UTF8 chars in the name.","problem discovery"
"143083","Good app but wont let me get wifi please make it on a tablet ,","feature request"
"143098","status suggestion feature can hav random quotes available means by refreshing it can show a new quote .after all ur app sounds like wassup .but u deserve 5 stars.","information giving"
"143104","But why not a new design?","feature request"
"143143","Zero start Fail to load	Continuously hangs and,I can  t open this app .","problem discovery"
"143149","Just remove the last seen record.","feature request"
"143174","Good application	This is fast and provides data immediately.","information giving"
"143200","hope the makers will have a look on it too in the coming updates.","information giving"
"143216","Really appreciate	What is a very wonderful chattin network.indeed it might help to chat with friends wherever u want but beware thre is a drawback that you must connect to a wifi network","feature request"
"143228","We can use it for many things	It is good but it take many internet","information giving"
"143231","Bhknb	Y this application is not working properly on my phone","feature request"
"143279","Not fair	As much as I love to use Whatsapp, I am wondering why my version of Whatsapp only has one year limit while my friend has unlimited usage?","information seeking"
"143280","please increase data limit more than 12 m.b. kuldeep.","feature request"
"143292","Please  The Profile pic I don  t want To anyone to see it Anyone i don  t know but have my number !","feature request"
"143293","Why it  s works slowely?","information seeking"
"143304","Comm made easy	Updating is the only problem.","problem discovery"
"143308","Bug should be fixed	I like this app but Its continuously giving error and stopped crashing please fix this bug.","feature request"
"143330","needs to be made free	need to be made free for 5 stars","feature request"
"143355","Keeps crashing	Not only did it crash, it also wiped my whole phone.","feature request"
"143379","new update is worse	I am using it on note3 and ever since I updated the new version I am unable to send songs to my contacts.","feature request"
"143379","privacy is another issue.","feature request"
"143391","Crashing	It crashed 2 times in 10 minutes.","feature request"
"143400","Nice app	Good work bt stil needs improvement","information giving"
"143405","Very good app	I wish it can work with two number in same phone or work with dual sim card for both number when it will be Work for dual sim card mobile plz.","information seeking"
"143450","Bakwas application	Always not responding problem occurs can  t shows messages.","problem discovery"
"143476","Ma fav	I just love it","information giving"
"143509","But the problem is very slow running to update.","problem discovery"
"143513","But I  d suggest two important features which are available in many other messengers.","feature request"
"143513","Why this is available on iOS while it  s not on android.","information seeking"
"143513","This must be added common.","feature request"
