"id","req_specification","class"
"1958"," We know we've got two quarters to work with. We've got Mahesh here for at least two quarters. That's the expectation we've given them.","NULL"
"1959"," Starting in April?","NULL"
"1960"," It started today, really. That's what we said. Now that could be tomorrow, or the next day, but...The iteration, first iteration starts today.","NULL"
"1961"," OK. This 1.20, Release 1.20 that I have in there right now, has got to go out at the end of the month, so that's two weeks. I'm assuming, because that has all the stuff from  , the changes, and anything else, I have that being set up, for us to figure out how that goes out within those two weeks. I'm assuming none of this will be in that first two weeks.","NULL"
"1962"," Well, there might be some stuff coded that right now that's not checked into the database, it's all...I don't know where Mahesh...","NULL"
"1963"," If there's something simple enough that it's a testable thing, it's just not used in production as long as it's testable...","NULL"
"1964"," Yes.","NULL"
"1965"," at some level, that's fine, we can stick it in there.","NULL"
"1966"," Come April, we need everything checked into that code base, in the Notify code base now, here and more so, an emergency release going on in a couple of weeks. None of this stuff...","NULL"
"1967"," OK, so I don't have to worry about that right now.","NULL"
"1968"," Right. What we want to do is on a big level, make sure that we captured everything here, and then see if we can figure out a general full-scope, figure out what we want to do first. Then that will end up being the first iteration, and at the end of this iteration we'll see what Mahesh has  . We have our Agile classes to know what's good.","NULL"
"1969"," Right now, Karen and I have had a class, Brian's done it, so as far as that process is concerned that's where we stand on that.","NULL"
"1970"," Have we decided for searching or asset arrangement under something?","NULL"
"1971"," I think it's under Home page.","NULL"
"1972","  ?","NULL"
"1975","  .","NULL"
"1976"," Search assets is under Navigation.","NULL"
"1977"," Navigation is the bar on the top, so the thing that was already in there and then in the report we added  Navigation.","NULL"
"1978"," OK.","NULL"
"1979"," Then on the home page this basically  .","NULL"
"1980"," Joel, what approach do you want to take for this, or Joel, Baski, or both of you all, as far as do we want to just make sure first that we've got all the functionality that old Notify can do?","NULL"
"1981"," I want to do that. That's ultimately, you have to have that but I don't want it to actually be  . I want to go see a pole on a map. I don't want to say, ""Search, poles, ."" I want the map to be part of the application.","NULL"
"1982"," You go to the map, on that map, you show whatever you want and from there, you can do what you want. There still has to be a way to filter down to something. I'm not real sure how to group that together in the sense of, say if I have something like a list of contracts.","NULL"
"1983"," They don't really have anything to do with the map. I still want to be able to have an intuitive way to get to my list of contracts. I don't know what's the best approach to that from a user perspective.","NULL"
"1984"," What I do want, if something is mappable I want to go to that page that has a map on it and it'd be like  . I could sit there and filter, which becomes my search criteria. Searching for conversations, poles, conduit and these are the criteria I want to find and it just displays that stuff.","NULL"
"1985"," If I want to, say, use a list, it shows the grid. That all makes sense. Maybe that becomes just the list and the map is just insignificant in that. But all that stuff is similar to the way they have it but not like where you have to go tab, tab, tab, where you can see all that at one time and place. That's the difference. I don't know where is goes under the...","NULL"
"1986"," Can you add notes to these parts?","NULL"
"1987"," Yeah.","NULL"
"1988"," Yeah.","NULL"
"1990"," Stories.","NULL"
"1992"," You can add all that as notes, so maybe that user can search for assets on that individual location, and then you can work off of that, build your Balsamiq step flow out of that. Then we can create real usable stories on that. Because I don't know what the user stories are for that because you haven't designed it yet.","NULL"
"1993"," That's why we did an epic for Navigation, as opposed to just for Search.","NULL"
"1994"," Because there's two things there. There's searching mappable assets and there's searching just assets that have absolutely nothing ever to do with the map. That Search Asset needs to be broken out into two different things.","NULL"
"1995"," That's why I'm saying like the contracts or whatever it is. It's almost like I don't want it to be a different approach. We're still filtering it down to, if you just want a map or not, the map is there. A lot of the times, I guess when it is...","NULL"
"1996"," You have it broken down a little bit more inside there.","NULL"
"1997"," You could use the technique like a bounding technique to kill off the things that are going to take three years to do and say, ""I don't want to spend more than 50 points on this,"" or, ""I don't want to spend more than 20 points on that."" Whatever design you come up with, ultimately has to fall within those constraints.","NULL"
"1998"," I guess that's my big question on my mind. Do we go to this map page and see all these different components or do you go to an invoice page and you launch from there?","NULL"
"1999"," I think Darryl, your question, though, really is, ""Do you want all of the stories or epics defined today?"" We're not necessarily going to implement them all. We don't have to design them all right now but do we need to make sure all the functions are up here?","NULL"
"2000"," I just want to see if that's the best approach, to go through, make sure we've got all the functions covered and we know we want to also do this  functionality, so make sure that's covered. Brian, let me ask you this. Is it a standard practice that we would try to estimate all of these epics or is that even possible?","NULL"
"2001"," Or would it be better to just have something in mind and then break it down to prioritize it and start working it at according to level? At some point, I at least need to know, is this going to take six months or two years? But I don't want to spend forever on pie in the sky, how long is this going to take?","NULL"
"2002"," We're at a little bit of a disadvantage and at the same time, at a little bit of an advantage here because usually, when you have a project, somebody's throwing money at it and they want a particular piece of functionality.","NULL"
"2003"," That money's worth some amount of points. At that point, we say, ""I'm going to give you X number of points because you've given me X number of dollars."" We don't have that same philosophy here but we still know, you still intrinsically know, ""I don't want to spend any more than this amount of time on this particular functionality.""","NULL"
"2004"," At the high-level epic, I would still think that you can say, ""You've got 50 points this iteration to do whatever you think can be done."" If you need to break it out into epic one-stage one, epic two-stage two, that's still fine.","NULL"
"2005"," You still prioritize the highest priority ones up to epic one and say, ""You've got 50 points on this and whatever you've got has got to fit into that block. Otherwise it falls down and you've got to do it somewhere else."" That's what I recommend. We don't know exactly what this looks like but you've still got to rack and stack it.","NULL"
"2006"," Say, ""I'm going to give you 50 points on this epic. I'm going to give you 20 on this one. I'm going to give you 70 on that one."" That would at least let you progress through the first part of this and move on to more of the detailed design. You may end up with a detailed design and go, ""Yeah, I could probably do a little bit more,"" or, a little bit less, it could go either way.","NULL"
"2007"," I want to make sure that we've got things covered and then I would say, maybe, start trying to prioritize a bit, the things that we want to be able to accomplish. Talk about the approach as far as checking in, maybe trying to get Jasmine up to speed a little bit on what Mahesh can do, cross-training and...The hardest part right now is resources on the back-end with Baski and Brian.","NULL"
"2008"," Jasmine and...","NULL"
"2009"," Mahesh.","NULL"
"2010"," Mahesh, are going to do the UI stuff?","NULL"
"2011"," Yeah.","NULL"
"2012"," UX stuff. ","NULL"
"2013"," One thing that I think that home page probably needs to be either split up or...I guess what we need is a conversations home page. What we have today, the home page, is basically your conversations where you launch new conversations and open existing conversations. That's got things like, Reports that go on their own home page.","NULL"
"2014"," Has what?","NULL"
"2015"," It's based on Corey's design.  all these tiles and then it also says,  to customize your tiles, edit your tiles on that system but editing on a home page is basically just this and then I think it says something like, ""Save these conversations in a grid.""","NULL"
"2016"," The tile changes within the display window, so if you click on, ""My Conversations,"" it would be all the conversations that you're a part of, kind of like running a SafeSearch.","NULL"
"2017"," That's what Notify does today but then you also have the ability to open search. I found that to be  . I guess that's where I'm struggling with what the design's going to look like.","NULL"
"2018"," You can start at Search. You can have that be the first tile that's selected every time you login.","NULL"
"2019"," We don't have to get the detailed design for this right now.","NULL"
"2020"," I'm just trying to find a way that would be an epic  home page.","NULL"
"2021"," Yeah, that's not really an epic because it has a bunch of other stuff in it.","NULL"
"2022"," Like I said, I want all that to be integrated, on one page per se. I'd love for it to be like a map here and this is what you're seeing. Like, ""This is where I'm doing my work now."" If I want to do some adjustment to what's my data set, I want it to be  . Maybe it's like  and the search and it's just advanced, ""This is what I want to see.""","NULL"
"2023"," How's that different from the map? I don't want to now go to the map.","NULL"
"2024"," You don't want just the Notify replacement. You want to enhance...?","NULL"
"2025"," Right, I want it to...What you want that user experience to be...They just have to be able to do what they can do, ultimately.","NULL"
"2026"," It doesn't have to  , they just have to do what they can do.","NULL"
"2027"," I'm not 100 percent  with what we've got.","NULL"
"2028"," This is based on a meeting that we had with you last week. These were the epics that we came up with in that meeting and we ran with that from there.","NULL"
"2029"," I know we said, ""Home page, basically that's where you're going to  ."" I think when we talked about that, how will that tie this together?","NULL"
"2030"," You want the home page to just be  ?","NULL"
"2031"," I guess it's like Zhivago, that website we were looking at. You go and you zoom, your home page, it's got a map in the background, it's got a place so you can say, turn on what you want to see.","NULL"
"2032","  .","NULL"
"2033"," To me that's like what...","NULL"
"2034"," Or like Zillow, you start by putting in an address. You come here and pick the context of, ""Buy,"" ""Rent,"" ""Sell,"" or, their estimating thing. Then you put in your address and click Search and it takes you to that area.","NULL"
"2035","  .","NULL"
"2036"," Either way, you can still have an epic of home page, or whatever. There's going to be a page when you logon that you go to. What's in that particular page might be different.","NULL"
"2037"," Zillow is probably the best example.","NULL"
"2038"," Is the name going to be that conversation  ? When someone logs on, here's my work and I can go from there and do my thing, I guess.","NULL"
"2039"," That's what we were doing with the tiles was that picks the context of what shows up in the main view area. Like you have here on the right, you've got things that you might be looking for. Instead of that we've got tiles of how you can change what's being searched for. If you only want to see the conversations that you're assigned to you click that tile. Then that's all that it displays.","NULL"
"2040"," That all lends itself to this Notify being conversation-centric. Is that your question? To continue it that way?","NULL"
"2041"," Right. But what I'm saying is that if when you login you're on the Search screen, instead of My Conversations you're on the Search screen, there's just a map there. Then you can add your search criteria from there. That's where you go to every time you login.","NULL"
"2042"," If you wanted to see My Conversations instead of that map all you have to do, instead of running your own search and doing that every time you're going to search...","NULL"
"2043"," Right. Then you just click the tile and that's what shows up in that viewing area.","NULL"
"2044"," Where does the epic for the map come in? Is that a subset of...?","NULL"
"2045"," Maybe it would just be under the Search. Although you're saying you want the Search to also just show the map side-by-side, like have a list view and then a map view?","NULL"
"2046"," The reason that we made the map that's on the epic is because there was a lot of pieces involved in just the map. There was drawing bounding area. There was adding search criteria. There was searching for different types of assets.","NULL"
"2047"," That can be fine. It may be under the area of the implications, just another area of the functionality.","NULL"
"2048"," Right. It's a part.","NULL"
"2049"," Here's an example of what I hope we can avoid. Today when you logon you've got your list of conversations. You can change that to say, ""My Conversations,"" ""Conversations assigned to me,"" use the same search and everything.","NULL"
"2050"," Open the conversation from there, but you can't just go search for conversations that you want and you can't go show those conversations on the map. If you want to do that you have to click Search, select Conversations, do your search, go all the way down and see that on the map, so it's duplicate functionality in two different places, neither of which has got everything you need to do.","NULL"
"2051"," There's a lot of crossover but what I want to avoid is...I'd almost rather have a Conversation page, and you can search and you can show the map, than have it the way it is today.","NULL"
"2052"," Do it all on one page.","NULL"
"2053"," Right. Maybe it's like you have your home page and you're doing it, or maybe you duplicate these for different things like for  and for conversations, and  .","NULL"
"2054"," What I was actually thinking of was home page, maybe Conversation home page. I don't know if that's worth doing or not but, like I said, I don't want to have duplicate areas of that.","NULL"
"2055"," Right. This gets rid of that because it's the same viewing area, so you would be able to see your conversations on the grid, and a map, and a calendar. If you have My Conversations selected, then you can do that with those conversations. Or, if you have Search selected, and you add search criteria, you get the same kind of list, map, and calendar options.","NULL"
"2056"," Basically, you're thinking of it being a way you set your criteria of what you're seeing and then you can save it as a tile. That's what this is.","NULL"
"2057"," Yes, exactly.","NULL"
"2058"," I guess we can shift that to develop things then to me, one of the first things you're going to do in this version is go down, logon and that gets you to the Conversation page, if you're on, let's say a mobile device and say, ""What do I want to see on here and...""","NULL"
"2059"," When you login on the mobile device all you see are the tiles. Once you click the tile that's when it brings up whatever you put it in. On a mobile device you can't have it to where you just logon and it  , you have to know what you're searching for.","NULL"
"2060"," When we have all that real estate then we can show the search area on a big map, and all that stuff, but we're dealing with such a small space we have to give them the choice when they logon of what they want to see next.","NULL"
"2061"," I just want to make sure, however we're set up for release, we have the ability to do it that way  .","NULL"
"2062"," You don't really have to have home page to think of it, ""This is the way we're going to organize the tiles and these things."" You're going to have Reporting, so that's an epic and whatever's involved in that. You have your Conversations and then whatever's involved in that. Maybe that's the way you should organize it. Like, ""Manage conversation,"" is your epic and however that's designed.","NULL"
"2063","  .","NULL"
"2064"," OK, well then maybe some of these things need to be moved over to the Conversations.","NULL"
"2065"," Yeah, I think so. I like...","NULL"
"2066"," You can get rid of this concept of this home page.","NULL"
"2067"," This whole concept needs to be managing joint use now. We need to start thinking of Notify as managing joint use and joint use relationships because that's what we want it to be. We need the personas...","NULL"
"2068"," It's managing assets and then actions. I think there's still going to be two.","NULL"
"2069"," Yeah, but you're still...","NULL"
"2070"," Then the asset  .","NULL"
"2071"," If you think about it from a mirror image perspective, it's like, ""Now I want to go and deal with my contracts."" Is that all? Then you've got to bring in some kind of navigation because you have to have the flow of how you get back to  and you'd put that under Navigation.","NULL"
"2072"," But you might have...","NULL"
"2073"," But Reports is in both.","NULL"
"2074"," Yeah.","NULL"
"2075"," Ideally, when we get mature in this whole process we're going to know our personas for everybody that's a user of this system and start from there. Right now, we've taken this Notify thing and we're going to try to redesign it and move some of the functionality in.","NULL"
"2076"," But when we start thinking of, ""80 percent of my users are attachers doing this. 70 of them are, or 10 percent of them are managers of joint use departments and pole owners and this is what they're going to want to do."" That's going to drive what...","NULL"
"2077"," Zillow you've got the buy, sell, rent, zestimate. You could literally almost come in and say, ""I'm an attacher.""","NULL"
"2078"," Or just know by...","NULL"
"2079"," The user tag what type of user you are.","NULL"
"2080"," We already have that knowledge. We have Notify for the most part for, what, seven, eight years? We have that knowledge. Why isn't that name they go by the same? We know Notify for a long time. We know all the software of Notify  .","NULL"
"2081"," I think we have to. I think his design does  , but I'm just not sure, like if I'm sitting here saying, ""We're going to work on this epic...""","NULL"
"2082"," He's just trying to organize the users' stories, not...","NULL"
"2083"," Is this going to allow us to come up with iterations that...?","NULL"
"2084"," The different swath of epics would be  . Not all of them would be by role. Not only would you have epics on both the slides but then you might have, underneath that, another swath of epics for that particular epic that you're breaking down by a particular role.","NULL"
"2085"," You might have a home page for the attacher versus a home page for the, give me some roles, asset manager versus contract manager versus...","NULL"
"2086"," If I was going to say, ""How are we going to do this, first?"" I would be of the mindset to say, ""I can do it with My Conversations. Forget the Contracts. List the Conversations, they're there."" I can logon. Somehow I can get my list of conversations I care about. I can open one of those conversations. Then I can see what I need to be doing. I can see that information.","NULL"
"2087"," Some of this lays out right here, but I guess maybe the epics might be, and I don't know if home page is the right word but at some point I want to manage my conversations. At some point I want to be able to manage my poles. At some point I want to be able to look at my conduit.","NULL"
"2088"," You want to manage a project, as well, for our internal people. That's completely different.","NULL"
"2089"," That's something that's maybe  not really there. In Notify it's there right now. But to me, managing a project is the combination of those conversations and assets. That's more of a, ""How do I take all of these assets I have and these things I have to do and reconcile those together?""","NULL"
"2090"," Maybe, for me, I might feel better if the epic was the conversations for the home page. Maybe just say an assets page.  and when I open the next asset, and the next asset, so I don't have to open up these things...","NULL"
"2091"," Basically, what you've done is you've pulled a list of these things, these conversations that you're managing. I can see where you should be able to search for them using your tools on the map and you should be able to save them using tools like your map, like a calendar and all those things, and dictate what subset of those conversations you want to see.","NULL"
"2092"," That's what you're sort of doing. I don't know that having them somewhere  falls into that same thing.","NULL"
"2093"," What's the Search at the top and the Search as a tile? That's confusing to me. What does that mean?","NULL"
"2094"," I think the navigation bar, that's always up there. On the level lines the tiles are going to move off the screen when you're on another page because they're not roving, so you have the bar up there so you can click it or  so you click it or  and get the tiles.","NULL"
"2095"," Yeah, you're not always going to get them on the home page with the conversations but if you go back to...","NULL"
"2096"," Search.","NULL"
"2098"," I don't think we're accomplishing much right now. I'm not sure where we're going.","NULL"
"2099"," It depends on what we really need to accomplish and what that is. I feel like we talked about, six months ago, ""What are the first things to do?""","NULL"
"2100"," That's right.","NULL"
"2101"," Yeah. I think the only thing we need to think about is...We've talked about the most valuable thing, I think, for Notify is going to be getting this JRM functionality in it. We know, if we're going to be selling this JRM, all these JRMs...","NULL"
"2102"," That's where things have somewhat changed a little bit. We know that's going to be very valuable. We also know we want to get this dashboard somehow integrated because that's proved to be very valuable. We just need to make sure that when we're doing this application now as HTML5...","NULL"
"2103"," If we went down the thought process of, ""Let's login. Now let me view My Conversations. Now let me add it,"" like we talked about before, we need to at least make sure that navigationally, when we're bringing in this JRM and dashboard functionality and stuff, we don't make that ancillary to doing a conversation and, ""Now we're doing this management,"" and it's off to the side.","NULL"
"2104"," I think we need to think of it as, ""I'm a user. This is what I'm trying to do."" I agree with you that that might still be the very first thing we do, we just need to think about, ""I'm Maggie and I might be doing this and this. Right now all I can do is open my conversation but in six months I'm going to be managing JRMs, so am I going to completely change home screens, now?"" That's all.","NULL"
"2105"," Let me just put this back  . The one thing that's holding me back from going down this one path we're about to go down is the fact that we might want to see two things, right?","NULL"
"2106"," Conduit and  . What do we think about that? We think about what we're going to do is right now you can go in there and say, ""You go to the Search screen. That gives you a list of everything you can possibly want to look at."" I can go to a checkbox and choose. Basically, this home page, there is a home page for each thing that we want to manage.","NULL"
"2107"," That would be a little bit along the lines of the JRMs. The thing right here is good but let's just say you're saying, ""Conversations."" If your tiles maybe say, ""Searches,"" and your other thing is, ""Create a new one,"" something like that, then you may go to a similar home page for poles, which has the exact same layout but you're talking about poles instead of conversations.","NULL"
"2108"," I think, at some point, particularly when we get to the map and  the map if it makes sense to let's say it may have additional things that you could view as reference. That can be something that we put on a back burner.","NULL"
"2109"," You can think about that home page epic. There's one of those per each thing. I think we did get into a little bit of trouble because there's a lot of things we can't do on a conversation page that tries to stay open and generic.","NULL"
"2110"," We can't search for a conversation that has an attachment on it that belongs to this company because we're trying to do something generic. It's an easy query but we  do something  .","NULL"
"2111"," We can at least leave ourselves the ability to do some very specific things on that  . That way we could easily start out with Conversations and we could have a parallel path to look at the same thing for contracts because we have  contracts.","NULL"
"2112"," That would lend itself to being more like JRM where, say you're home, you login and you go to a home page that right now it's all linked but you've got a home page that has everything that you can do. You've got assets, billing, reference data...","NULL"
"2113"," People like that.","NULL"
"2114"," workflow, with everything underneath it. You click on Poles and then you've got your links to all the things you can do on the poles.","NULL"
"2115"," If there's a person that only has Notify for joint use, or whatever...","NULL"
"2116"," Then you could just take them there. They go directly to the conversation.","NULL"
"2117"," they go directly to the landing spot or whatever.","NULL"
"2118"," People did say, up in class,  they really like the organization of JRM. It's very easy to know exactly what you're doing and go into it because of the way that home page is done.","NULL"
"2119"," That's fine.","NULL"
"2120"," That makes it a little...","NULL"
"2121"," It's not far off from what we have right here. The thing is the map is going to be integrated into that page, at least when you're on a desktop situation.","NULL"
"2122"," Out of curiosity, where is it that I see the map?","NULL"
"2123"," We don't show it here.","NULL"
"2124"," Where the grid is right now.","NULL"
"2125"," It would be right here.","NULL"
"2126"," It would be where the grid is right now.","NULL"
"2127"," The way I would see some of these things is if you think about a Web page you can move, it can collapse the search criteria, or you can collapse your saved searches. You can bring down the list versus the map.","NULL"
"2128"," Just like the home search sites where you'd start on the map and then you can add criteria to it to narrow your search down. If you only want to see single family homes, or condos, you can filter that out. That would be like poles or...","NULL"
"2129"," Everything that would be searchable in here would be similar to a search-based scenario where if you're doing poles, or you bring up a house or I can filter it down. I can see the list. I can see the map and it's just going to  .","NULL"
"2130"," The big difference to me that would be a little bit more like year-end is if somebody wants to go search for poles, they don't click Search and then, say, ""Look for poles."" They'd be like, ""I'm going to poles.""","NULL"
"2131"," I'm going to the poles site.","NULL"
"2133"," Yeah, I like that.","NULL"
"2134"," As opposed to going Search, select that, put it in your criteria, then click the tab, and it shows you the map.","NULL"
"2135"," Sometimes, you don't have to put criteria in. You can just go right to the map. That was confusing in my class in Connecticut to them.","NULL"
"2136"," If there's just something I want, I can click on it.","NULL"
"2137"," The functionality is there.","NULL"
"2138"," If you've got the tab functionality other than the Conversation.","NULL"
"2139"," The functionality is there. The user experience is not the same. For us, it's fine because we know.","NULL"
"2140"," Yeah, we've done it forever.","NULL"
"2141"," But there's still certain things you have to know before I click Search, and go to the map, and then it incorporates that. That's the thing we're trying to solve, so if you want to just change that epic  .","NULL"
"2142"," Conversation  ?","NULL"
"2143"," We'll do it specific conversations  because then it's  . We want it to be really in the next iteration...","NULL"
"2144"," I like that. Now we've got all of this. Is what is in here all the Notify current functionality?","NULL"
"2145"," Yes.","NULL"
"2146"," That's what's here?","NULL"
"2147"," Mm-hmm.","NULL"
"2148"," What we need then, is, we need specific things with dashboard, sharing functionality, and managing projects.","NULL"
"2149"," Is the dashboard Baski's dashboard integrating that into Notify? Is that what that is?","NULL"
"2150"," I think so. Baski, you can speak up if that's...","NULL"
"2151"," I would say we should be able to do a conversation dashboard, and then maybe a project dashboard.","NULL"
"2152","  .","NULL"
"2153"," Like what you've been doing is project dashboards, because they're very specific too. But a conversation dashboard would be basically using dates and  .","NULL"
"2154"," What we need is a way to have a dashboard that takes certain tools that are on the dashboard, and they are received from a certain way of passing in data, so that it doesn't have to be a new dashboard built every time.  was talking about doing a data source for it.","NULL"
"2155"," If you do it similarly to the way you did the map and the grid, you just design, ""This is the way I want to see the data,"" so you could build it in to where it's behind the scenes for the data source. But I think also you can do a non-specific, because we know the Conversation...","NULL"
"2156"," Have the statuses.","NULL"
"2157"," has a create date, it has a timer, it has a status, it has  ...","NULL"
"2158"," You could pie chart and get the statuses based on time.","NULL"
"2159"," It has mappable features. A lot of the things that you do already, whether we come up with that generic thing that speeds up open conversations. That's an epic, probably, as far as...","NULL"
"2160"," That's all.","NULL"
"2161"," Scroll down on your conversation home page, a generic search. What does that mean?","NULL"
"2162"," Generic search for a conversation. It was generic because there were other searches on that list, but...","NULL"
"2163"," I would call that basically, ""You can filter your results,"" because you know you're there, you're there in the conversation.","NULL"
"2164"," Hit, ""Filter results,"" that's probably a good way to do it. Just, ""Filter results,"" you don't need the ""search"" in there.","NULL"
"2165"," Those things are basically just some kind of saved searches. From a user story...","NULL"
"2166"," When we create the stories, we could put that under, ""User can filter the results,"" and these are some examples inside that Filter Results.","NULL"
"2167"," That's a good example of user story that reminds me again of SafeSearch.","NULL"
"2168"," Yeah, because we can't see the recently changed things, so that's new, which they've asked for a long time.","NULL"
"2169"," I would say, for as far as what we're doing today, I can have Jasmine get with Baski and Joel or something, and get some dashboard stories and make an epic for the dashboard and when you get with me, we'll make some stories on a JRM functionality. Joel's got some ideas on that.","NULL"
"2170"," I think as far as the iteration to start with, if we can get a website up,  .","NULL"
"2171"," By credentials.","NULL"
"2172"," By credentials. There's things we can put in an iteration so that in two weeks when we have our...","NULL"
"2173"," Let's think about, right now, what our resources are. Baski's fairly limited for how long? I know you've been working with Mahesh, but you've got a relatively full plate for...","NULL"
"2174"," We've got Fast Path.","NULL"
"2175"," Fast Path and...We need to make sure we can fit some user storage in there to keep Mahesh going. What's happening right now? You've got your user environment set up in your...? How are these designs that Corey's given being implemented right now?","NULL"
"2176"," We're translating them to  .","NULL"
"2177"," For the user, we're working on an accommodation page.","NULL"
"2178"," As far as the data source for it right now, is it just some mocked up data, or nothing at all, or...?","NULL"
"2179","  .","NULL"
"2181"," It needs to be done concurrently, because what we're talking about here is something that is  . I can't do my conversation page without there being a data source that provides me conversations.","NULL"
"2182"," Going back to the previous experience again, having two different swaths of stories, one for  and one for  , is just a really bad idea, because you can't test all of that until the very end when  is done, and when UI is done. When you hook it up, 90 percent of the time, it breaks, profusely.","NULL"
"2183"," But what we can do, given this current situation, we could have a pre-iteration type thing. Where this is a design iteration, or a design two iterations, but it's relatively usable, I mean it's usable stuff that they're doing, in lieu of...","NULL"
"2184"," There's nothing prohibiting us from doing that. A lot of the time it happens that  is too fast and UI's not fast enough. Or UI's too fast and  's not fast enough. It happens.","NULL"
"2185"," Having the ability to mock data like that keeps it moving, and then you can present it at a demo, and say, ""Yeah, I know it's not hooked up yet. This is mock data and this is what we've been working on."" That's still less expensive than doing a total rewrite at the end when you realize, that ""Hey, this is not what I wanted. This is not what I signed up for.""","NULL"
"2186"," Yeah.","NULL"
"2187"," Mock data probably is a really good tool.","NULL"
"2188"," Like you said, it allows the users, or the owner to look at it and see, ""Is this the right direction?"" while we're waiting for you guys to be ready.","NULL"
"2189"," It's all got to integrate together at some point.","NULL"
"2190"," Better sooner rather than later.","NULL"
"2191"," It seems like year-end. I would like to have an iteration. It might not be what I envision in the sense of  page but that I can logon with the same credentials and I can see a list of conversations...","NULL"
"2192"," Yeah, if it can at least do that right now.","NULL"
"2193"," Or if it can pull up what's assigned to me.","NULL"
"2194"," Let's estimate that from both sides, from whatever Baski needs to do, whatever Mahesh is going to...","NULL"
"2195"," Is there anything wrong with that being the user story, ""I can login and see a list of My Conversations""?","NULL"
"2196"," I think I can login is one page. I can go to the website, be presented with a login page and then provide my credentials.","NULL"
"2197"," OK, is one story.","NULL"
"2198"," You can very well have an acceptance criteria that says, ""When I login I'm redirected to a page that shows me what stuff is assigned to me."" That's perfectly valid.","NULL"
"2199","  .","NULL"
"2201"," Yeah, work together, right.","NULL"
"2202"," It could be dummy data until that's done, but that's perfectly legitimate.","NULL"
"2203"," That you're presented with a login screen is valid, too, but then, what happens after you get in...?","NULL"
"2204"," into it. Something with  .","NULL"
"2205"," That way, I can create a test case for it, and give to someone...","NULL"
"2206"," that if you login and it says, ""Notify page coming,"" at least you've logged in. ","NULL"
"2207"," There's nothing wrong with that.","NULL"
"2208"," Then, once we have that, then you can start with testing the website, ""I want to be able to register,"" and that's all for a different path and it's so easy to get  .","NULL"
"2209"," I can't do it, but...","NULL"
"2210"," That give us...This is the best way I can think of to...","NULL"
"2211"," Yeah.","NULL"
"2212"," I don't want to end up doing all these great pieces and then  .","NULL"
"2213"," That's why I like epics. I look at all of these bullets that are underneath that and really, the stories that go underneath an epic are the acceptance criteria for the epic.","NULL"
"2214"," There's nothing prohibiting anybody from creating a top-level epic that says, ""Release 1.0Then nest all your epics underneath that and maybe have an even higher level epic on the conversation home page where it just says, ""Epic home page,"" which has all the epics for all the different types of home pages that we have, conversation, reporting, whatever you want to say.","NULL"
"2215"," There's nothing prohibiting that. Then, even having the dashboard underneath the epic conversation home page, where there's an epic conversation dashboard, there's nothing prohibiting that. Again, it allows it to roll it up to where the epic has acceptance criteria, because all of these are acceptance criteria on each of the epics.","NULL"
"2216"," It's up to whoever's flushing the story out to determine whether or not they want to create stories for that, because even the stories can become epics if you break those down. Nothing prohibiting that.","NULL"
"2217"," We need to try our best to come up with a list of doable work/stories for this iteration, and then maybe between us meeting together a few times, some of us in the next two weeks while that's being worked, try to start coming up with a good backlog of stuff so that we're not sitting here each time trying to come up with  what we need to do.","NULL"
"2218"," In the Agile classes, we're always taught the user story, ""As a something-something user, I can do this,"" and we'll have a task that needs to be done to accomplish that as far as the development tasks go.","NULL"
"2219"," Correct, but, a project manager or ScrumMaster or a product owner think the whole notion of an epic is a set of related user stories. We haven't gone to users and said, ""Hey, what do you want this to do?"" If we did, this would be a lot more trivial.","NULL"
"2220"," I know, it's hard.","NULL"
"2221"," What we have now is what we think is the problem with our existing application, and what we think is the right solution for it.","NULL"
"2222"," We're attacking it from the opposite side. We're attacking it from the top down instead of the bottom up. Now I've got a placeholder for blah, and I need it to do blah really, really well, but I don't know what blah looks like yet.","NULL"
"2223"," This is again, going back to release planning. All of that, if we do it the right way, will be laid out ahead of time, so when we come in here, we're not talking about, ""What stories are we missing?"" We're talking about, ""What needs to go into release one? What needs to go in relation to release whatever?"" We've got to get to that point.","NULL"
"2224"," Right now, not only does Baski have the Fast Path stuff, but then this Friday we got put on us that we have to do this other being able to logon and  through the Notify. You don't know about any of this, Karen, but the map...","NULL"
"2225"," the MapPoint, get rid of MapPoint...","NULL"
"2226"," Get rid of MapPoint.","NULL"
"2227"," and all of that. Baski said he would need to do that.","NULL"
"2228"," the Notify stuff. At any rate, we have limited...We have deadlines for things, but we have Mahesh here. I really want to know from Baski what direction should we take as far as the next two weeks?","NULL"
"2229","  with the data.  Notify.","NULL"
"2230"," We've got what they've got for mock up.","NULL"
"2231"," I know.  .","NULL"
"2232"," In two weeks we've got a URL, and you logon, and it checks your credentials through the Notify test, whatever, database, and he's got that home page with that data behind it.","NULL"
"2233","  .","NULL"
"2234"," Male Participant? Are we going to say we're going to have the three  ?","NULL"
"2235"," Yeah,  .","NULL"
"2236"," Three what?","NULL"
"2237"," Three devices, phone, tablet...","NULL"
"2238"," OK, got you.","NULL"
"2239"," Phone, tablet, tablet.","NULL"
"2240"," Phone, tablet, tablet, right. ","NULL"
"2241"," Mahesh, can you estimate doing that? ","NULL"
"2242"," The user story, ""You can login with a tablet, you can login with a phone, and you can login with your PC""?","NULL"
"2243"," Yes.","NULL"
"2244"," Those are the acceptance criteria.","NULL"
